cleaned_comment,label
jule ga pake hijab malah jadi mirip kayak susternya trio na yg duduk di belakang ituu,1
untuk apa pakai hijab lagi fefek nya udah gratis buat safri ramadhan,1
gak fresh ya mukanya,1
wajar guys belum 40 hari pasti emang masih berkeliaran arwahnya,1
si jule pasti di gosipin sama pegawai2 playtopia dan ibu ibu di situ,1
didampingi ayah dan ibu sambung daehoon apakah ini tanda tanda bisa rujuk soalnya baru sidang pertama masih bisa ubah keputusan,0
jule telah menambahkan inara rusli ke dalam grub,0
sejelek jelek nya dia dia tetap ibu yg bertaruh nyawa untuk melahirkan anak anak nya,0
bapak nya daehoon hati nya luas banget ya harus ngeliat dan ketemu anomali yang udah nyakitin anak laki laki nya dan ke 3 cucu nya,0
ini kalo tidak salah yang mohon mohon buat ketemu trio na ibunya jule soalnya bapa nya udah tidak mau tau jule cuma di rayu sama ibu sambung daehoon daehoon tidak mau ketemu sama jule soalnya sakit terus perjanjian nya adalah sidang tanggal 2 nanti jule harus hadir kalo mau ketemu anak anak nya,0
pake bekas barangnya sijule awas ketularan kayak sijule bu,1
seenggaknya daehoon tidak biarin anaknya benar benar cuma di temenin jule tapi ada ayahnya daehoon sama ibu sambungnya menurutku itu udah hukuman jugasih buat jule karena tidak 100 dipercaya daehoon berarti untuk main sm anak anaknya padahal dia ibunya,0
daripada gua dituduh tuduh tidak pake hijab ya akhirnya gua tidak pake hijab beneran dong daripada dituduh tuduh terus,0
sumpah mertuanya baik banget masih mau nemuin cucunya sama ibunya,0
mau dia jahatnya seperti mana pun dia tetap ibunya trio na yang mengandung melahirkan mereka aku tidak membela jule cuma mau sampe kiamat pun dia tetap ibunya mereka tetap butuh sosok ibu di hidup mereka semoga setelah ini trio na tetap mendapat kasih sayang dan perhatian yg banyak dari jule walaupun orang tuanya sudah gak bisa bersama lagi daehoon emang best sih masih mengesampingkan egonya demi anak anaknya bisa quality time sama ibunya,0
beneran geleng kepala sampai hijab nya pun dilepas sedih banget,0
aura pembantunya kuat bgtt,1
mulai banyak yang komen kasian dia seorang ibu guyss pake akal sehat no baperan,0
tau aja jule beritanya udah di geser inara makanya nongol dari persembunyiannya,0
brand brand jangan sampai luluh gegara video ini biar jadi pelajaran dia,0
semoga ada hikmah dari semua kejadian kemarin semoga jule bisa cepet dapat hidayah lagi,0
alah dulu pas msih jdi istri boro2,1
kenapa hawanya kayak ngerasa canggung gitu yaa,0
se tipis itu anjir badannya,1
padahal dulu keliatan high value gitu kan personal branding nya bagus eh sekarang malah down grade,1
ibu ibu yang nungguin anaknya main di playtopia pasti pada ngegibahin jule,0
ga bisa bayangin kalo trio na besar nanti lihat jejak digital ibu mereka,0
oh itu jule kirain baby sister barunya trio na,1
plis gaes untuk asuh jangan sampe dihujat juga biar itu jadi memori indah buat anak anaknnya juga gimaanpun dia tetep ibu trio na,0
setidaknya gue berharap dia bisa jadi ibu yang baik meskipun anak2 itu harus ngerasin perpisaan orang tuanya di umur se kecil itu,0
muka nya jadi mirip sapri dah,1
jule bener bener hilang arah,0
kaka tidur yaa udah pagi gaboleh capek2,0
makan nasi padang aja begini badannya,0
yang aku suka dari dia adalah selalu cukur jembut sebelum manggung,1
hai kak isyana aku ngefans banget sama kak isyana aku paling suka lagu kak isyana itu lagu tetap didalam jiwa,0
manusia apa bidadari sih herann deh cantik terus,0
kinantii isyan skrg berubah ya baju nya nakal,1
gemesnya isyan kayak tango berlapis lapis ciaaaa,0
makin jelek aja anaknya padahal ibu ayahnya cakep2,1
kok anaknya kayak udah tua gitu ya mukanya kk tasya,1
muka anak nya ko tua banget yaa gk ngegemesin gk ada lucu2nya,1
muka nya muka kolot wkwk bukan muka bayi2 lucu gt,1
udah gila sekarang ini orang wkwk udah jomblo jadi psikolog ga laku ya jadilah seperti itu,1
lo sintingnya udah tingkat dewa,1
sepertinya lutfi setelah putus dgn salsa seperti orang stress,1
anak tolol ini mulai aktif ya bund,1
bisa mati aja ga gedeg gua liat lu anjim,1
woy lutfi asu sok asik lo anjing,1
apasih kontol berantem aja lah ayo bngst,1
ibu kamu pelakor plus hamil di luar nikah ya pantesan anaknya kyk gini modelannya,1
anaknya udh pinter maknya yang kelempengan berasa masih baby tingginya azka aj melebihi mamanya,1
anak yg cerdas terbentuk dr pola asuh sekaligus pola didik ortu yg cerdas pula sih pada saranya sesimple itu,0
setengah iri setengah jadi motivasi ini,0
ancur hidup lu kalau sama dia sumpah,1
serem banget muka lo mel kayak ayam potong merah banget,1
yaudah jd pengusaha kuliner aja gausah artis makanannya emang bikin ngiler sih wkwkw,0
kamu emang cocoknya jadi pengusaha kuliner udah fixs semoha lancat terusssss,0
tak sejelek image owner ya artis ups bukan artis hallo secara tidak langsung semua orang itu tau image lu jelek gentong,1
apaan sih gak jelas hidupnya,1
sebelum aku unfoll aku mau bilang najissss,1
muka lu sensual tapi norak kenapa dah,1
udah gk jaman ngebully orang hey netizen mending ngaca dari kekurangan sendiri,0
kalau pas penempatannya sebenernya kamu imut banget loh mel,0
cakep kaga jelek iya hahah,1
jari jari kaki kayak jarinya tukang panggul,1
kakinya kek lagi hamil tua ya bun semacam kaki gajah,1
suka heran sama yg ngehina fisik ternyata bener ya kita semua pendosa dengan cara kita sendiri,0
ini diedit biar langsing padahal mah klo live bomber badannya,1
kakinya gedong sayyy kek kaki jantan upp kan dia suka berbaur ama warwerwor mahluk astral yg kakinya gedong,1
bagusan foto pakai masker drpd gak pakai masker,0
kakak foto sebelum ini kenapa memeknya keliatan tebal memeknya kakak lagi bengkak yah,1
bra nya kedodoran kak make ukuran gede yaa,1
nah ini cantik seneng usahanya membuahkan hasil semangat ya mel semoga menjadi pribadi yang lebih baik lagi,0
mba bisa gk sih kalau gk merem melek gitu matanya kaya orang cacingan,1
semoga lancar terus usahanya mel,0
cantik banget kalo meldi muka natural kek gini,0
lu diem aja cantik mel kalo ga banyak gaya serius,0
kaku kek kanebo kering hahaha,1
semakin glowing say natural kayak gini bagus tambahin prestasi nya ya say,0
meldi emaknya buka klinik totok aura kayaknya anaknya gak pernah ditotok ya auranya gak keliatan yg ada malah butek,1
karena muka lo pasaran mel di pasar sapi juga ada yang mirip noh,1
maap kalau gua sering nyamain lu sama dugong soalnya emang mirip,1
iya lo kamu mirip monyet mel,1
bagusan pantat panci aing atuh anjir,1
ya emang ga ada yang sama soalnya muka kamu sama dengan muka badak muka beton ga ada malu,1
kok mbak meldi sekarang tambah cantik ya rahasianya apa,0
lengannya gempal banget sih haha,1
fix yang komen semua nyela,0
udah ka gausah digubris gausah dipikirin bersyukur aja sama nikmat tuhan yang udah dikasih ke kaka gausah juga ngatain orang ka tetep bersyukur atas nikmatnya,0
jari jari nya gede gede banget apalagi pas ngiklan makan ikan danau hambar jarinya kayak jempol semua hawak bener,1
jangan disamain muka sama orang oi mintanya disamain sama babi,1
ga ada yang dibawah meldi semuanya setara ada kekurangan ada kelebihan,0
ka mel gausah merendahkan orang lain bersyukur aja diatas langit juga masih ada langit lagi,0
mukanya kalau gak dibantu kamera dekil dan kumel,1
semua wanita cantik jangan suka merasa lebih ah,0
meldi udah dapat kontrak endorse skincare ya tapi kok mukanya tetap jelek si,1
gila netizen pada sempurna ngehina orang terus,0
semua dah pada ngembang habis di berapa cowo meldi enak ya di otak atik,1
karena muka kayak elo pasaran dan murah,1
muka buluk kepedean lagi muka udah tua,1
muka lu kaya tai wkwkwk,1
sakit jiwa ini upil gajah kasihan,1
jelek macam buntut kuali hahaha,1
meldi tambah kurusan sekarang ya cantik walaupun tanpa make up,0
elu juga semoga semakinlebih baik dalam segala hal terutama akhlak dan etikanya,0
mbak mell sehat dan sukses ya,0
aamiin doa baik juga untuk meldi,0
selamat tahun baru mbak semoga jadi pribadi yang lebih baik amin,0
meldi ini lama lama cantik loh tinggal dibenerin akhlak dan adabnya pasti makin sip,0
pengambilan fotonya sudah bagus mantap dan keren tinggal pengambilan arwah nya aja yang belum,1
nggak ada cantik cantik nya hahaha,1
kasian editornya sih ini nanggung dosa banget kayaknya ngeditnya offside gini,1
lama lama mirip dewi persik ya,0
pada julid padahal kan meldi gak nyusahin kalian,0
ini foto apa w masukin museum aja ya ga ada pantas2nya,1
nggak ngumpul bareng mami isa lagi kan kamu yang paling gembrot disana,1
lagu lu ga ada yang laku ya mel,1
lututnya masih hitam gosok maning biar tambah cling dan cantik,1
suka heran sama warga 62 sukanya ngehujat orang mulu dapat pahala kagak dosa mah iya,0
tambah cantik aja rosa meldianti,0
jadi diri sendiri jangan jadi ular apalagi dugong,1
saya kok suka ya sama mereka harmonis,0
cantik banget kalau pakai baju kayak gitu,0
jujur ya kamu kalo anteng ga buat masalah cantik mel,0
cowoknya ga ada cakep cakepnya,1
di foto tirus kalo di video wariorr kok mukanya kek donat gak ada bentuknya,1
dari sekian banyak foto yang diposting ini yang paling cantik,0
artis abal abal muka putih tangan hitam ager2 atm nya udah isi berapa sekarang,1
itu muka kayak penuh tekanan banget,1
cowokmu wajah nya culun dan cupu kayak om2,1
masyaallah cantik terlihat sopan dan anggun,0
kang ojek kali belang tangannya,1
seneng liat pasangan ini cewenya di hujat 1 indonesia tapi dia tetep setia nemenin,0
dia memutuskan menjadi tumbal apartment,1
makin cantik mel semangat dietnyaa,0
itu tangan apa paha haha,1
mel disini kamu keliatan cakep,0
mukanya kayak lagi ngeden pas boker,1
aduuh terlalu halu hhahaha lebay editan nyaa lemak kemana lemak hahhaaa mimpi ketinggian,1
salfok sama kaki tapi cantik banget asli,0
buset cantik diedit aja mba coba dah aslinya dah kayak buntelan kentut,1
atas bawah hitam putih kek kopi luwak,1
palsu badane diedit semua tu aslinya dimana2 lemak,1
udah dapat kontrak dari skincare ttp aja buluk mel,1
heran sama netizen klo gk suka jangan diliat aja,0
sukses selalu yah ka semangat,0
jujur aku lebih suka meldi yang sekarang daripada yang dulu suka ngehujat orang,0
sumpah aslinya muka lo lebar kayak baskom loh mel,1
berkarya teros meldi walo ga ada yg nuntun kamu,0
astaghfirullah seram sekali ya bun seperti ular jelmaan makhluk halus ya bun,1
dan yang paling saya heran cowokpun ikut ngebully sabar meldi,0
astaga ratu edit muka sumpah seren kayak film setan2 gitu,1
matanya kayak katarak anjir ahahah,1
caption aja copas cantumin credit dong dasar iblis,1
unfoll aja daripada kalian dosa ngebully2 terus,0
meldi aku perhatikan kamu seperti orang china deh cantik,0
editan softlensnya keluar itu mbaknya kayak ratu titisan ular kamu wkwkwk,1
kasihan ular dibawa bawa kamu gak pantas jadi ular pantasnya jadi bunglon atau buaya,1
maju trus ya sayang abaikan orang2 yg comment menyakitkan,0
kasihan ya kamu hidup sekali cuman buat bahan hujatan masyarakat mubadzir banget deh hidup lo napa gak bunuh diri aja,1
semangat mel bahasa asing mah yang penting kita berani pasti entarnya bisa,0
beda sama d foto yaa disini lebar banget mukanya maaf itu kalau foto editan ya,1
meldi meskipun kadang mulut ku tak bisa di rem karena kehaluanmu tapi aku bangga akan berusaha mu yuhuuu,0
lupa di edit ya tu muka melar,1
semangatt kesalahan dalam belajar bahasa asing itu penting karena itu pembelajaran utamanya supaya kesalahannya ga terulang,0
kereennnn dari bully an netizen menjadikanmu mau belajar,0
hiiihhh jiik lihat nih orang auranya buruk bgt gak ada manis manisnya,1
semangat untuk belajar ya saya uga gak bisa bahasa inggris,0
yang penting ada niat dan keberanian,0
salut mel semangat belajar yg ngetawain juga belum tentu bisa dan berani,0
gpp mel semangat buat belajar trusssss jangan gampang nyerah pokoknya,0
setidaknya dia ngaku bukan belagak pintar,0
masih jauh kalo ngarep bisa ikutan kontes miss earth makanya dari kecil les inggris biar lidahnya gak keseleo,1
cuma di postingan ini ya bund netizen sedikit yang menghujat,0
happy birthday mel sehat dan sukses yah aamiin,0
happy birthday kak meldi yang imut n ngegemesin tambah sukses selalu,0
ya ampun ketiak dan lemaknya editan parah wkwk,1
ketiaknya habis di amplas mel alus banget,1
udah diedit gitu ketiak lu tetap hitam,1
selamat ulang tahun mel udah yah jangan banyak tingkah,0
mukanya kuning banget kaya kunyit,1
selamat ulang tahun meldi sukses dan sehat terus ya,0
fotonya lainnya jangan yang ini kan masih banyak yang lebih cantik ihhh biar gak kena hujat kamu ihh aku mah kasihan,0
hbd meldi semoga sukses selalu dan panjang umur dan rejekinya di lancarkan amin,0
perasaan kemarin lengannya kekar banget kek petinju udah gitu ketiaknya juga hitam kok difoto ini lengannya jadi kecil ketiaknya putih kek dibedakin,1
selamat ulang tahun kak banyaknya sadar dan jangan pansos lagi yah amin,0
hbd cantik semoga kedepannya tambah sukses,0
hbd mbak mel tambah cantik di panjangkan umurnya dan sehat selalu,0
berdiri di kaki sendiri lebih baik,0
biar di edit2 kaya apa juga tetap aja ketiak hitam nya ga bisa di bohongin,1
sumpah demi apapun lengan nya gede banget,1
selamat ulang tahun panjang umur sampai ketemu dajjal,1
ketiak hitam buluk mau lu edit nutupin daki diketek lu tetap aka hitam ketiak lu dasar dugong,1
di atm tinggal 150 ribu aja banyak gaya lu dugong,1
gak ada bagus2nya suara dan polanya,1
si meldi jelek aja banyak gaya beda banget sm tante n sepupunya yang udah jelas2 cantik,1
tapi dia sekarang dah berubah gak kayak dulu kalau yang gue lihat,0
ngedit ketiaknya berapa lah dah itu ya ampe ngeblur pisan putihnya kek cat tembok,1
aduh dugong masih aja gila filter,1
sekarang bukan muka aja yang didempul tapi ketiak juga,1
kasian kebelet artis tapi gak punya bakat,1
yang merasa peliharaannya lepas tolong diangkut,1
miris banget ultah bukan didoain yang baik2 tapi tetap di bully kasian god bless u mel,0
mudah mudahan lu jadi gembel amin ya allah,1
ketiaknya hitam dikasih bedak jadi nya abu monyet,1
heran gua mah kalau gasuka gausah di follow dah tau ni akun private kalo lu tetap follow dan ngebuli tanda nya lu sirik gasuka ya gausah diliat kaya dirinya sempurna aja,0
gua berharap lu aja si yg sakit bukan laura lol,1
harusnya lo aja yang menderitaaa bukan lora anj,1
gaga sempet beneran lora lo tinggalin lo orang paling jahat ga lo gak bakal bahagia ga,1
lu bener ga kalo sempet nyakitin lora gue santet,1
si gaga kok kek anjing,1
semangat gaga jangan liat kebelakang fokus aja kedepan masih muda masih banyak yg lebih baik juga,0
gak ada cantiknya gila yang ada,1
meldi makin bersinar yaaa pertahanin karir jgn di sia siain,0
tetap semangat sebaik apapun kamu akan dalah dimata pembenci,0
asli gak ada bebet bobo ni anak kasihan sekali,1
kumat lama semedinya segini keluarnya,1
tangannya hitam beda ama muka,1
kok meldi di foto aku gendut beda,1
gatau sih cantik tapi gak ada aura nya sama sekali cantik tapi idih gitu lihatnya kenapa yaa,1
baik buruk nya kamu akan tetap terlihat buruk di mata mereka yang ga menyukai mu,0
gila ni siluman di story orang lain keliatan banget tumpukan2 lemaknya buriknya apalagi,1
dasar bego lu gua jijik sama lu bro kayak gak punya otak banget,1
lo kira lo bagus tuh begitu anjing wkwkw,1
di maafin aaa semoga dia jera untuk kedepannya,0
eh bocah mending lo mati aja gak guna juga ada orang kayak lo hahahahaha,1
btw yang video tapi boong itu dia buat nya tahun lalu bukan pas masalah yang sekarang kalau gak percaya lihat tribun news jadi jangan hujat dia lagi ya,0
okay bro kalem aja tetap semangat dan jangan putus asa,0
lu mati ajalah udah biar gak bikin ribet,1
sampah masyarakat harus di musnahkan segera,1
mati kau najis kontol bangsat mati kau,1
youtuber toxic tutup akunmu sekalian tutup usia,1
pada ribet kayak udah pada benar aja lu semua,0
jangan ada hitam diatas putih langsung proses,0
kalau sayang sama anaknya ya di serahkan aja ke polisi biar di didik sekalian,0
manusia apa hewan sih kok gak punya hati banget,1
manusia anjing nyari uang gitu amat lo kerja aja sama gue nyebokin gue ntar gue gaji lo,1
maklum anak kurang pendidikan kayak gitu gak punya akhlak,1
anjing memang anak gak tau diri ibunya sampai nangis2,1
oi babi gue bunuh lu kalau sampai kelihatan sumpah,1
heee sampah lu udah gua maafin tapi boong goblok,1
anjing sini lo baku hantam ayo,1
bangkit ya bang jangan lemah buat pelajaran dan ujian buat lu jadi yang lebih baik lagi bang,0
jangan patah semngat kak sukses terus,0
semangat ferdian gausah dengerin orang yang hujat kamu karena semua manusia tidak luput dari kesalahan,0
sumpah sekarang aku respect banget sama kamu,0
menurutku pribadi dia tulus minta maafnya,0
dikasih bidadari maunya boneka santet,1
ilang respect gue padahal jane udh setia bgt sama lu tapi lu nya main cewe pas udh keluar dri penjara lol,0
hapus ajh ni poto ngk tau malu bgt lu bang,0
intinya gasuka ajg selama ada listy ngrusak suasana,1
di foto ini ada 2 anjing dan 1 kontol,1
kasian banget jane udah nunggu keluar penjara eh taunya waw sakit siih,0
puny cewk baik di selingkuhin g ngotak,1
inget yg di potong itu masalah nya bukan hubungan nya tapi kalo udah gini sembeleh aja orang nya udah terlanjur kecewa,1
ini buat konten masa putus foto tabi sama jessica engga dihapus,0
tiap mau makan dibikin ama jess tpi malah ngehianatin gila sih,0
parah lu bang nama lu udh rusak karna narkoba malah nambah masalah ajh truss,0
ini anjing kok mirip ya sama erick,1
muka pas an sok sok an mau sm lonte lo anjing,1
lu sama anjingnya lebih baik anjingnya,1
ih ada babi jgn megang tuh anjing harga dirinya lebih tinggi dripada lo,1
santuy aja bang ga usah di tanggepin btw gw suka gaya lo,0
narkoboy kontol cuma bisa maen cewe sama nyakitin doang lu anjing mati aja lu bego,1
tetep penjara aja ajg nyusahin lo keluar,1
cewe cakep setia kok disia sia in sahabat,0
loh kok ak liatnya anjing semua yaa,1
anjingnya ada dua kok guys tapi kok lagi satu gue liat ada babi item,1
mantan anjing eh kebalik anjing mantan,1
bikin skandal karena kepengen tenar,0
wiii anjay kapan lagi liat babi megang 2 anjing,1
ini adalah foto babi sedang memeluk anjing yg pemilik nya adalah bidadari,1
babi g pantes nyentuh anjingnya bidadari nanti kotor,1
sesama anjing foto dulu ya kan,1
potret seorjing memegang anjing kwkw,1
heh udh napa hate nya cape gw baca nya,0
waduh malah lebih ganteng anjingnya eh eh bahkan lu ga pantes disebut anjing anjing kan setia pantesnya sih babi hahahaha,1
kalo lomba sama an sm babi babi nya nmr 2,1
si anjing ketika berfoto dengan si anjing,1
kak jessica yg nungguin setia sm kk loh pas ad masalah kmrn tapi kk ga ngehargain malah lbh milih yg d sono,0
erikontolim manusia babi anak lonte,1
hargailah hati wanita yang udh tulus nemenin lo dari 0,0
tapi bagus sih erick mutusin jessica ya karna erick kelakuan ny begituu coba liat jessica,0
anjing sekarang hebat ya bisa pake kacamata,1
sdh lh nasi udah jdi bubur ga bisa lagi dibentuk kek semulaaa,0
kukira kehadiranmu akan menjadi sesuatu kebanggaan ternyata tidak,0
ada 3 ajg dan yg punya tato bener2 ajg,1
dasar orang tua gada akhlak ngajarin anaknya yang ga bener,1
erik kenapa sih ada yang bisa jelasin gw ga update soalnya maap2,0
eh jangan dekat dekat sama anjingnya ci jessica gua lempar lu,1
guys dr pd comment2 mending unfoll sm unsubscribe aja yaa,0
babi lagi main ma anjing,1
dikasi bidadari malah pilih babi,1
postingan pertama jg dihujat dong gila netijen,0
baru kali ini lihat anjing sama babi baikan,1
dikasih bidadari malah milih setan,1
padahal gw g mau benci ama lu bro tpi ada aja tingkah lu yang melenceng,0
sikap mu lebih najis daripada ludah anjing,1
njir meskipun udh lama nih poto di post tapi masih banyak yg komen baru2,0
kesini cmn mo liat komen aja,0
buset hate comment ampe postingan paling bawah,0
foto di upload nya 20 maret yang comment 1 jam 2 jam 3 jam yg lalu,0
pantes banyak utang buat bayar lonte,1
2 3 tutup botol muka lu kek kontol wkwk,1
astaga masih pagi dibikin ngakak ama komenan netijen yg ngmng suka bener,0
dah lah gw capek baca komen kalian,0
keliatan bgt anjingnya ketakutan foto sama dakjal,1
astaga ngehujat sampe postingan paling bawah,0
lebih najis elu daripada anjing,1
2 ekor anjing dan satu buaya makan jambut,1
kalo disuruh melihara anjing eric gw pilih anjing aja meski najis tapi lebih najisan erick kontol,1
ngapain si pada ngejudge mikir dulu lah dia putus juga sebelum kejadian itu tolol,0
hargai wanitamu dia didekati banyak pria tetapi tetap memilihmu,0
ternyata sipat anjing bukan hanya ada di anjing doang ya di manusia sipat anjing juga ternyata ada,1
potret ketika anjing poto dengan setan,1
bantu bedainn woyy mana anjing mana babi,1
udaah woii udahh lu gak kasihan apa aku capek ngelike komenan kalian,0
3 anjing 1 anjing berwujud manusia 2 anjing asli tak ada perwujudan aowkwkw,1
kasian gue sama anjingnya dipegang dajjal,1
kasian anjing nya di pegang babi,1
lo itu kontol gak guna ajg anak dakjal,1
mukak lu lebih buruk daripada anjing lu,1
dikasi yang bening malah milih yang dakian,1
mending masuk penjara lagi aja dah seumur hidup,1
kok lbih lucu anjingnya ya ktimbang orangnya,1
akhirnya jesica bisa lepas dari kambing hitam ini,1
maafin aja bro semua orang pasti ada kesalahan dia juga pasti ada kesalahan nasehatin aja siapa tau dia berubah,0
kasian anjingnya dipeluk sma sampahh,1
gua kira keluar dari penjara bisa berubah,0
cintamu hanya sebatas kertas wkwkw enteng bang,0
padahal sejak dia sama jane aku lebih respect skrg bener2 udah hilang respect,0
udah nemenin dari masa tersulit lo pas udah keluar malah selingkuh ga nyangka idola gua sesampah itu,1
dihujat habis an semua postingan lama ada komen baru wkwk,0
gua gabisa bedain mana anjing mana manusia keliatannya sama,1
lu mirip anaknya kick andy yg namanya marlo bang,0
kenapa ada orang baik karna ada orang jahat,0
ngga ada niatan ngadain pengajian gitu bang,0
suka banget sama rambutnyaa tambah ganteng,0
ada ada aja kaya gini di bilang king king muke nya udh kaya tai musang,1
ninggalin berlian demi tai babi dih,1
ganteng kaga lu begitu malah keliatan kaya daki kontol,1
mukak lo kayak tapir kuda asu sok ganteng banget lo,1
banyak yg kecewa karena lu begini rik,0
maap ye muke lu udh jelek kaga usah sok selingkuh cakepan anjing gua noh,1
apa si hebatnya banci yg badannya penuh koreng kaya lo,1
gini dong bersihan kaga kek tahun tahun sebelumnya dekil,1
muka lu keriput kek aki aki,1
foto jelek dihujat foto ganteng dibilang sok ganteng,0
kebanyakan nyabu jadi kurus lu,1
narkoboyy ngeluarin lidahh ajg mau apa mau tes urin,1
fotolu pede anjrit muka lu tu anjrit,1
hidup itu jngn keterlaluan boss playboy amat ajg luu,1
mukalu kek aktor bokep bgst mending ngobat aja luu,1
dah jelek semangattt pulak wkwk,1
muka nya kok gitu seren bikin mual liatnya,1
sana anjing ngewe ama lonte bangsat,1
muka kek kontol mending di penjara,1
muka kek banci dih najis,1
ntar mati dalam keadaan konyol,1
mau bilang jelek nya ga enak hehe,1
idihhhhh pantesan aja foto nya keluarin lidah kyk gtu trnyata tukang jilat,1
nih orang kalo lomba mirip babi babinya juara 2,1
titisan dakjal emg lo nyet,1
et muka lu aje gitu dih hahaha biarin aja sampah ketemu sampah biar busuk bersama,1
jijik astagah sok bat cakep njs,1
bully an di ig lebih ngeri daripada di fb ajg gua jadi ngerii ajgg,0
udah buriq brengsek pula pantes aja dapet lonte,1
muka kampung gaya sok soan kota nyet,1
ngapa lidah lo stroke amin deh kalau gtu,1
ciah dihujat 1 indonesia jangan sampe bunuh diri ya komtoll kami blom puas nguat kauuu,1
org kampung otak dusun gaya sosoan hype ttep aja gabisa nutupin muka babu lu,1
cowo foto liatin lidah nya jam ah jijik gue apa lagi minus akhlak kek gini,1
anjing gue jg ogah liat muke lu,1
g bole melet dosaa rik,0
paan melet melet mau jilat tai tabi,1
setan emg melet2 teross jijik asuuu,1
ni anak lahir krna kondom bocor ga ada rasa syukur muka kyk selangkangan gorilla dpt cewe cntik kyk jessica setia dll malah di sia2in bgsad,1
apaan si melet2 sok ganteng,1
muka kek slangkangan biawak aje bnyk blagu lu,1
sumpah sih jahat banget bener2 kasian sama kak jessica,0
anjing gk pantes sama bidadari,1
melet mulu setan kaya ular,1
njr melet melet gw kirain hewan,1
gtu aj dh kek anjg lo kang,1
gw kesini pengen liat babang ini sumpah feeling gw bener mirip banget ama reynhard sinaga,0
ih ko melet2 si kaya hewan aja wkwkwkwk,1
iuu milih iblis drpd bidadarii kwkwkw jyjyq,1
melet2 udah kaya anjing eh kan emah anjing,1
ga nyadar aja nih sampah haha,1
lidah banyak kuman and virus nih,1
awalnya ngira baju endorse dari kfc mirip,0
gua mau lo terus berkarya perbaiki tinggalkan yg negatif tidak ada kata terlambat ttp jadi orang yg hebat dan selalu bahagia,0
cita cita ingin jadi pakboi eh tapi malah jadi narkoboy nasib nasib,1
napa lu balik dari penjara sih,1
mending lu pada tobat dah,0
selama dipenjara apalo sikat gigi kok bau ya baubau aroma bangsatttt,1
gigi lo ada apanya jigong atau kondom nya nyangkut,1
ih mukanya kek anjing rumah gwa,1
woi anak anjing ngapain lu hidup bgst,1
udah jelek gak usah d jelek2 in lagi bro,1
ganteng kagak berbakat juga kagak kelebihannya dimana cobak,1
benci aja ama orang jelek pake selingkuh segala,1
udah tutup mulut nya bau kambing,1
jualan jualan knp ngga jadi yutuber lagi bro takut ngga ada yg nntn yah,1
kayak randy pangalila klo gk pake kacamata,0
entah knp liat muka bg eric sekarang kaya enak gitu dari pada yg dulu,0
apa ganteng nyasih anjing kucel gini jadiin model,1
keknya dia ngeliat masa depan yang hancur deh,1
ingett hidup lo dulu ga seenak ini rikkk hidup lo susah salam temen smp pas lo burikkk eh skrg sama aja,1
yaaaa yaaa kalo liat muka nya sumpah ngeselin banget dah oprasi dulu sono biar gantengan dikit dan kalo jln ke mall gk di kenal orng,1
dia ini siapa sih artis bukan jelek mah iya mukanya iyuhhh,1
ini bukan era lo lagi mending lo mati aja babi kalo baca bales nyet,1
saya segenap hati minta maap,0
dulu bahagia sekarang banyak utang,1
harus lebih maju berkelas rik ga jamannya lg toxic dan ga beraturan build sistem you will be big,0
editan sama konsepnya nice banget lahhh,0
iri kok sama babi hahah najis,1
lo yang dulu bukanlah yang sekarang dulu kaya anjing sekarang kaya babi,1
jelek aja tukang selingkuh lo buriq,1
kok kalian komennya pada kek gini ya,0
rick lu tuh jadi manusia kek gk ada gunanya lu dilahirin kedunia untuk berbuat baik sayang nya lu ngecewain org lain gimana mo masuk surga,1
kalian kaloga cocok mau di paksain,0
ya biarin kita gatau gimana aslinya masa kalian semua ambil keputusan sepihak kalo udah takdir gaada yang bisa nentang njir,0
cocok kok emang orang baik mah buat org baik kalo yg bejat mah emang cocok buat yang bejat juga ehehe,1
erick goblok malah pacaran ama lonte anj so bat,1
cocok banget sama2 orang gak bener biar lah dia hancur bersama,1
eh kek ada penampakan lonte,1
meninggalkan berlian demi tai sapi,1
ini bukan era lo lgi wkwkw skrng lo penuh dengan cacimaki telen ludah sendiri,1
pantes disini mulainya si ajg berulah,1
open bo ga bang si listy kebetulan ada om om yg nyari cwe yg udah pengalaman,1
buah nangka buah kemanggi gak ada akhlak lu babi,1
perlahan karirmu ancur bro dan lu akan kembali kebawan,1
biarkan bangkrut aja ceo nya gatau trimakasih haha,1
ngapain juga nginap di rumah cowo gaada keluarga lg lo,1
eh ada pelakor pas banget frame ke tiga orang ke 3,1
anak gblk dikasi berlian malah milih kerikil,1
dikasih bidadari malah milih dajjal awokawok v,1
jangan cuman bisa ngehina dong sadar kalian itu ga sempurna sama kaya kami,0
kesihan gue sama org otak dangkal kek gini,1
murahh banget lo jijik gue dikick evos mlah open bo,1
senengnya sekali nyesel nya seumur hidup miris banget hidup lu tolol meninggalkan berlian yang indah dipandang dan di sayang demi segumpal tai kucing,1
indahnya pemandangan banyak lont lont mau di jual,1
bidadari sudah ditunjukan bahwa mmg g pantes sma dajjal g tau diri,1
siapapun tolong kasih tau aku ini masalah nya apaa gais,0
dikasih hati yg malaikat milih yg berhati iblis greget,1
di kasih bidadari malah pilih kotoran,1
dikasih bidadari malah minta lonte,1
gajadi beli model murahan barang pasti murahan,1
modelny aja murahan apalagi barangnya,1
