comment,sentiment,comment_length,cleaned_comment,label
"""Napa lu balik dari penjara sih?""",-1,33,napa lu balik dari penjara sih,1
Sorry unfollow,1,14,sorry unfollow,0
"""muka lu sensual tapi norak kenapa dah""",-1,39,muka lu sensual tapi norak kenapa dah,1
woyyy lahhh bjirrrðŸ˜‚ðŸ˜‚ðŸ˜‚,1,30,woyyy lahhh bjirrr,0
Gabisa komitmen ceunah,-1,22,gabisa komitmen ceunah,1
Idih idih idih pakaian nya kurang bahan mbak.,-1,45,idih idih idih pakaian nya kurang bahan mbak,1
Beneran berasa tinggal di negara yang dikutuk,-1,45,beneran berasa tinggal di negara yang dikutuk,1
"""@rosameldianti_ cowokmu wajah nya culun dan cupu kayak om2""",-1,60,cowokmu wajah nya culun dan cupu kayak om2,1
"""kesini cmn mo liat komen aja""",1,30,kesini cmn mo liat komen aja,0
"""Stop lah ngatain orang lain lu pada itu yg ngatain orang lain ngaca dlu sebelum ngatain kayak suci aja hidup lu pada""",1,118,stop lah ngatain orang lain lu pada itu yg ngatain orang lain ngaca dlu sebelum ngatain kayak suci aja hidup lu pada,0
jangan bilang dosennya masih umur 30 tahun kebawah? ,1,52,jangan bilang dosennya masih umur 30 tahun kebawah,0
siapa ya loe,1,12,siapa ya loe,0
MANIS BGTT KAA MASYA ALLAH,1,26,manis bgtt kaa masya allah,0
Alamak najisnyee,-1,16,alamak najisnyee,1
Sok keren lho padahal dah tua,-1,29,sok keren lho padahal dah tua,1
Good sih menurutku kalian aj suka merendahkn org diem,-1,53,good sih menurutku kalian aj suka merendahkn org diem,1
karena cari makannya dari situ,1,30,karena cari makannya dari situ,0
Sang pemberani ðŸ‘,1,19,sang pemberani,0
padahal dia bnyak duit.,-1,23,padahal dia bnyak duit,1
"""Jadi diri sendiri, jangan jadi ular apalagi dugong""",-1,52,jadi diri sendiri jangan jadi ular apalagi dugong,1
"""SAMPAH MASYARAKAT HARUS DI MUSNAHKAN SEGERA""",-1,45,sampah masyarakat harus di musnahkan segera,1
garis lurus bersama pak jokowi gak kenal namanya budi ari,1,57,garis lurus bersama pak jokowi gak kenal namanya budi ari,0
"""Rafathar nya mantull ni, pulang nggk jd nginep karna nggk ada temen mamany d rmh papany belum pulangg.. jd jagain dan temenin mama dulu ya aa""",1,143,rafathar nya mantull ni pulang nggk jd nginep karna nggk ada temen mamany d rmh papany belum pulangg jd jagain dan temenin mama dulu ya aa,0
"""MasyaAllah Rafathar tambah besar makin tambah ganteng bgt gk kuat ngeliat alisny?""",1,83,masyaallah rafathar tambah besar makin tambah ganteng bgt gk kuat ngeliat alisny,0
ini Fik yg sala orang tuanya...kok cinta Kuya jadi gini si..,-1,60,ini fik yg sala orang tuanya kok cinta kuya jadi gini si,1
serius pret nyaa secepat inii??!ðŸ˜­ðŸ˜­,-1,40,serius pret nyaa secepat inii,1
"tapi itu butuh kecerdasan,bicara membaca suasa,klk dia GK pinter mna bisa masuk walupun pakai orang dalam itu butuh kecerdasan jg",1,129,tapi itu butuh kecerdasan bicara membaca suasa klk dia gk pinter mna bisa masuk walupun pakai orang dalam itu butuh kecerdasan jg,0
podcast sana sini ehðŸ¤£,-1,24,podcast sana sini eh,1
"""Maudy cantik na natural bnr2 cantik bgt, cantik luar dlm""",1,58,maudy cantik na natural bnr2 cantik bgt cantik luar dlm,0
demi apa pdhl dulu imut bgt kok sekarang?,-1,41,demi apa pdhl dulu imut bgt kok sekarang,1
bagus biar tdk seenaknya ngomong pak suharto,1,44,bagus biar tdk seenaknya ngomong pak suharto,0
"semangat kak,kamu sendirianðŸ˜š",-1,31,semangat kak kamu sendirian,1
"Sudah resmi menamatkan Reformasi, sudah waktunya babak baru rasa lama",-1,69,sudah resmi menamatkan reformasi sudah waktunya babak baru rasa lama,1
"aloy "" ntar kalo vconk nyakitin erika ,gw maju paling depan buat erika "" keadaan aloy sekarang =",-1,96,aloy ntar kalo vconk nyakitin erika gw maju paling depan buat erika keadaan aloy sekarang,1
"Terimakasih Pak, salut anda sangat gentleman",1,44,terimakasih pak salut anda sangat gentleman,0
"""Kasian editornya sih ini, nanggung dosa banget kayaknya ngeditnya offside gini""",-1,80,kasian editornya sih ini nanggung dosa banget kayaknya ngeditnya offside gini,1
"""woi anak anjing ngapain lu hidup bgst""",-1,39,woi anak anjing ngapain lu hidup bgst,1
ibu ini pinter cerdas..dr pada mulyono mulyonoðŸ¤£ðŸ¤£,1,54,ibu ini pinter cerdas dr pada mulyono mulyono,0
sekarang yg dikerudungin mulutnya bukan rambutnya ðŸ˜­,-1,54,sekarang yg dikerudungin mulutnya bukan rambutnya,1
aku jg lebih suka natural gini sehari hari dr pada dempulðŸ˜‚,1,61,aku jg lebih suka natural gini sehari hari dr pada dempul,0
Rencana jatuhin panda gagal ya rubah rencana lagi,-1,49,rencana jatuhin panda gagal ya rubah rencana lagi,1
"""Congrats ka @isyanasarasvati, terus berkarya, makin sukses? dan terus mnjd inpirasi kita semua?""",1,97,congrats ka terus berkarya makin sukses dan terus mnjd inpirasi kita semua,0
Cantik sangat ðŸ˜ðŸ”¥ðŸ”¥,1,26,cantik sangat,0
"""Bang, aku nonton kamu setelah aku kerja di Jepang. Bermanfaat bgt kontennya jd gampang kalo mau nyari apa apa di Jepang""",1,121,bang aku nonton kamu setelah aku kerja di jepang bermanfaat bgt kontennya jd gampang kalo mau nyari apa apa di jepang,0
"""Mukbang makanan sehat dong kak. Salad jepang gituuu.""",1,54,mukbang makanan sehat dong kak salad jepang gituuu,0
"projo, JOnya apa?",-1,17,projo jonya apa,1
jaga jamban berak,-1,17,jaga jamban berak,1
Kebanyakaan mabok ngisep bensin itu ðŸ˜‚,-1,40,kebanyakaan mabok ngisep bensin itu,1
bahlil ini punya kelebihan yang cukup menarik apapun fotonya di crop dikit bisa jadi meme,1,89,bahlil ini punya kelebihan yang cukup menarik apapun fotonya di crop dikit bisa jadi meme,0
"""Hati-hati mody jangan keluar sendirian jaga-jaga serangan brutal rasisme, wajahmu sekilas mirip onnie2 korea. Tetap waspada""",1,125,hati hati mody jangan keluar sendirian jaga jaga serangan brutal rasisme wajahmu sekilas mirip onnie2 korea tetap waspada,0
lc ketutup sama orang tua nya yang dpr itu,-1,42,lc ketutup sama orang tua nya yang dpr itu,1
"dia cuman baca teks, bukan minta maafðŸ˜",-1,41,dia cuman baca teks bukan minta maaf,1
siapa disini yg ga kaget?ðŸ¤£ðŸ™,1,33,siapa disini yg ga kaget,0
"""ganteng kaga lu begitu malah keliatan kaya daki kontol""",-1,56,ganteng kaga lu begitu malah keliatan kaya daki kontol,1
"""meldi makin bersinar yaaa, pertahanin karir jgn di sia siain""",1,62,meldi makin bersinar yaaa pertahanin karir jgn di sia siain,0
orang nolong kok disindir,1,25,orang nolong kok disindir,0
"""Tiap mau makan dibikin ama jess tpi malah ngehianatin gila sih""",1,64,tiap mau makan dibikin ama jess tpi malah ngehianatin gila sih,0
"""Meldi, emaknya buka klinik totok aura kayaknya anaknya gak pernah ditotok ya? auranya gak keliatan yg ada malah butek""",-1,119,meldi emaknya buka klinik totok aura kayaknya anaknya gak pernah ditotok ya auranya gak keliatan yg ada malah butek,1
gabisa kali ya kalo gapunya cowo,-1,32,gabisa kali ya kalo gapunya cowo,1
vibes nya istri idaman bgt yaa,1,30,vibes nya istri idaman bgt yaa,0
"tidak bela inara tapi inara langsung klarifikasi dan tidak ada bukti apapun, cuma asumsi bininya aja. beda dengan jule yang sudah  terbukti vidio sudah kesebar kemana mana.",1,172,tidak bela inara tapi inara langsung klarifikasi dan tidak ada bukti apapun cuma asumsi bininya aja beda dengan jule yang sudah terbukti vidio sudah kesebar kemana mana,0
Tergantung siapa yg kasih makan,1,31,tergantung siapa yg kasih makan,0
"relawan juga manusia Prof. butuh makan dan butuh jabatan, mknya kami hrs terus menjilat.",-1,88,relawan juga manusia prof butuh makan dan butuh jabatan mknya kami hrs terus menjilat,1
"""Ternyata sipat anjing bukan hanya ada di anjing doang ya,di manusia sipat anjing juga ternyata ada""",-1,100,ternyata sipat anjing bukan hanya ada di anjing doang ya di manusia sipat anjing juga ternyata ada,1
Rusak lagi fasilitas negara asyik tender lagi kasih pemborong yg lagi sepi job.,1,79,rusak lagi fasilitas negara asyik tender lagi kasih pemborong yg lagi sepi job,0
"namanya juga boss. ngasih perintah, dilaksanakan, ktika ada jeleknya bawahn yg disalahkn.",-1,89,namanya juga boss ngasih perintah dilaksanakan ktika ada jeleknya bawahn yg disalahkn,1
gw lega banget erica gak sma aki aki njirrrr,-1,44,gw lega banget erica gak sma aki aki njirrrr,1
"Setelah rakyat dibunuh & dipenjara saat demo lalu, kini RKUHAP sah lewat perumusan super kebut. Iya, rakyat kalah lagi. Otoritarianisme makin nyata. Semua akan dibungkam.",-1,170,setelah rakyat dibunuh dipenjara saat demo lalu kini rkuhap sah lewat perumusan super kebut iya rakyat kalah lagi otoritarianisme makin nyata semua akan dibungkam,1
sakit,1,5,sakit,0
banyak para pembullyan di sini ya,-1,33,banyak para pembullyan di sini ya,1
perasaan dulu ga sedekil ini deh? abis ngapain dia,-1,50,perasaan dulu ga sedekil ini deh abis ngapain dia,1
ketika anjing lagi milih tuan yg ingin mengadopsi nya,-1,53,ketika anjing lagi milih tuan yg ingin mengadopsi nya,1
haha karma tidak pernah salah,-1,29,haha karma tidak pernah salah,1
lagian cewe nya mau respon dah tau dua pasangan itu lagi gempar2nya ðŸ¤£,-1,72,lagian cewe nya mau respon dah tau dua pasangan itu lagi gempar2nya,1
"ni komen pada kenapa si, padahal manis lo dia nya",-1,49,ni komen pada kenapa si padahal manis lo dia nya,1
Halah paling drama,1,18,halah paling drama,0
"""bisa mati aja ga? gedeg gua liat lu. ANJIM""",-1,44,bisa mati aja ga gedeg gua liat lu anjim,1
"""@rosameldianti_ kakak foto sebelum ini. kenapa Memeknya Keliatan Tebal???? Memeknya kakak Lagi Bengkak yah???""",-1,111,kakak foto sebelum ini kenapa memeknya keliatan tebal memeknya kakak lagi bengkak yah,1
"""Mukalu kek aktor bokep bgst mending ngobat aja luu""",-1,52,mukalu kek aktor bokep bgst mending ngobat aja luu,1
"""Hidup itu jngn keterlaluan boss playboy amat ajg luu""",-1,54,hidup itu jngn keterlaluan boss playboy amat ajg luu,1
"""ust"" ah sudahlah ",1,18,ust ah sudahlah,0
gamau lihat,1,11,gamau lihat,0
"""Udah tutup mulut nya bau kambing""",-1,34,udah tutup mulut nya bau kambing,1
Kalah memang menyakitkan,1,24,kalah memang menyakitkan,0
anaknya Bram kali (brame-rame)ðŸ˜­,-1,34,anaknya bram kali brame rame,1
fungsinya bikin gaduh dan untuk menutupi bobroknya rezim 10 th yg lalu,1,70,fungsinya bikin gaduh dan untuk menutupi bobroknya rezim 10 th yg lalu,0
"wah pantes dikritik dan dihina se hina apapun ga kena di dia. otaknya ga nyampe mikir jauh, hatinya rusak, dan dia gapunya rasa kemanusiaan",-1,139,wah pantes dikritik dan dihina se hina apapun ga kena di dia otaknya ga nyampe mikir jauh hatinya rusak dan dia gapunya rasa kemanusiaan,1
"""Happy Birthday kak Meldi yang imut n ngegemesin. Tambah sukses selalu""",1,71,happy birthday kak meldi yang imut n ngegemesin tambah sukses selalu,0
"""GAGA SEMPET BENERAN LORA LO TINGGALIN, LO ORANG PALING JAHAT GA!!!! LO GAK BAKAL BAHAGIA GA""",-1,93,gaga sempet beneran lora lo tinggalin lo orang paling jahat ga lo gak bakal bahagia ga,1
"semngat cantik.. ayo bangkit zah kmblikan snyummu,ceriamu, kbhgiaan mmanantimu..ðŸ¥°ðŸ¥°",1,88,semngat cantik ayo bangkit zah kmblikan snyummu ceriamu kbhgiaan mmanantimu,0
"""ANJING gue jg ogah liat muke lu""",-1,33,anjing gue jg ogah liat muke lu,1
sengkuni sengkuni,-1,17,sengkuni sengkuni,1
"""dah jelek semangattt pulak WKWK""",-1,33,dah jelek semangattt pulak wkwk,1
kak hitam bagus tp ga kumel,-1,27,kak hitam bagus tp ga kumel,1
"Adek-adek, inilah alasan kenapa Indonesia gini-gini aja.",-1,56,adek adek inilah alasan kenapa indonesia gini gini aja,1
Harus nya diganti PLONGO,1,24,harus nya diganti plongo,0
"""Mukanya kayak lagi ngeden pas boker""",-1,37,mukanya kayak lagi ngeden pas boker,1
"Jika kau tak bisa menghargai perempuan, setidaknya belajarlah menghargai dirimu sendiri.",1,88,jika kau tak bisa menghargai perempuan setidaknya belajarlah menghargai dirimu sendiri,0
"""masih good vibes walaupun sedang lapar""",1,40,masih good vibes walaupun sedang lapar,0
"""Gemesnya isyan kayak tango, berlapis lapis ciaaaa""",1,51,gemesnya isyan kayak tango berlapis lapis ciaaaa,0
wajar guys belum 40 hari pasti emang masih berkeliaran arwahnya,-1,63,wajar guys belum 40 hari pasti emang masih berkeliaran arwahnya,1
"""Di foto ini ada 2 anjing dan 1 kontol""",-1,39,di foto ini ada 2 anjing dan 1 kontol,1
Itu mungkin dianggap prestasi,1,29,itu mungkin dianggap prestasi,0
apa aku yang kurang paham maksdnya ðŸ˜,1,39,apa aku yang kurang paham maksdnya,0
Tidak tahu Malu,-1,15,tidak tahu malu,1
dasar aki aki,-1,13,dasar aki aki,1
bahaya org ini,-1,14,bahaya org ini,1
lagi main pahlawan pahlawanan bangðŸ˜‚ðŸ˜‚ðŸ˜‚,-1,46,lagi main pahlawan pahlawanan bang,1
padahal sampe ada korban ternyata dpr emng bukan wakil rakyat ðŸ˜¢,1,66,padahal sampe ada korban ternyata dpr emng bukan wakil rakyat,0
gamau maapin semua salah lo:(,-1,29,gamau maapin semua salah lo,1
"umurny berapa sih,maap keliatan tua",-1,35,umurny berapa sih maap keliatan tua,1
"""Muka lu kok cabul banget sih bg hahah""",-1,39,muka lu kok cabul banget sih bg hahah,1
menuju indonesia gelap bersama rezim omon-omon,-1,46,menuju indonesia gelap bersama rezim omon omon,1
"""Koreaable banget face rafathar cakep ganteng manis banget""",1,59,koreaable banget face rafathar cakep ganteng manis banget,0
cina jawa di kuncir anting kpop ðŸ—¿,-1,36,cina jawa di kuncir anting kpop,1
ternyata di atas vadel ada abidzarðŸ˜­ðŸ˜­,-1,42,ternyata di atas vadel ada abidzar,1
relawan itu toxic,-1,17,relawan itu toxic,1
"""Berkarya teros meldi walo ga ada yg nuntun kamu.""",1,50,berkarya teros meldi walo ga ada yg nuntun kamu,0
relawan yang sering bikin gaduh hingga demokrasi kita melorot,1,61,relawan yang sering bikin gaduh hingga demokrasi kita melorot,0
"Di terminal nggak sengaja Nemu emas 100 kilo kali, makanya bisa beli jabatan Ketum Golkar.",-1,90,di terminal nggak sengaja nemu emas 100 kilo kali makanya bisa beli jabatan ketum golkar,1
ke 20 minðŸ—¿,1,13,ke 20 min,0
"""GUA MAU LO TERUS BERKARYA , PERBAIKI, TINGGALKAN YG NEGATIF , TIDAK ADA KATA TERLAMBAT , TTP JADI ORANG YG HEBAT DAN SELALU BAHAGIA @xrickolim""",1,144,gua mau lo terus berkarya perbaiki tinggalkan yg negatif tidak ada kata terlambat ttp jadi orang yg hebat dan selalu bahagia,0
"""Ada 3 Ajg Dan Yg Punya Tato Bener2 Ajg""",-1,40,ada 3 ajg dan yg punya tato bener2 ajg,1
respect banget gaada yang ngeludahin,-1,36,respect banget gaada yang ngeludahin,1
"Seenggaknya daehoon tidak biarin anaknya benar-benar cuma di temenin jule, tapi ada ayahnya daehoon sama ibu sambungnyaâ€¦ menurutku itu udah hukuman jugasih buat jule karena tidak 100% dipercaya daehoon berarti untuk main sm anak-anaknya padahal dia ibunya",1,257,seenggaknya daehoon tidak biarin anaknya benar benar cuma di temenin jule tapi ada ayahnya daehoon sama ibu sambungnya menurutku itu udah hukuman jugasih buat jule karena tidak 100 dipercaya daehoon berarti untuk main sm anak anaknya padahal dia ibunya,0
"SINGKAT, PADAT, DAN KOSONG ðŸ˜…",-1,31,singkat padat dan kosong,1
Ngomong apa lagi di darto helm,-1,30,ngomong apa lagi di darto helm,1
"""Caption aja COPAS! Cantumin credit dong, dasar iblis""",-1,54,caption aja copas cantumin credit dong dasar iblis,1
Megawati juga.jadi presiden bukan pilihan rakyat.kudeta Gus Dur.indosat d jual aset negara yang d jual berapa banyak itu,-1,120,megawati juga jadi presiden bukan pilihan rakyat kudeta gus dur indosat d jual aset negara yang d jual berapa banyak itu,1
"""Suka banget sama rambutnyaa tambah ganteng""",1,44,suka banget sama rambutnyaa tambah ganteng,0
"""Ih ko melet2 si kaya hewan aja wkwkwkwk""",-1,41,ih ko melet2 si kaya hewan aja wkwkwkwk,1
"""Aku udah. Dan sumpah bagus banget. Serasa liat cerita disney gitu""",1,67,aku udah dan sumpah bagus banget serasa liat cerita disney gitu,0
aura pembantunya kuat bgtt,-1,26,aura pembantunya kuat bgtt,1
"""Gua gabisa bedain mana anjing mana manusia, keliatannya sama""",-1,62,gua gabisa bedain mana anjing mana manusia keliatannya sama,1
"kalau mau demo jangan tangan kosong ya, belajar dari korban demo Agustus kemarin. Minimal bawa 5 tronton 3 doser satu 5 ekskavatorðŸ˜ upgrade gaes biar tidak ada korban",1,169,kalau mau demo jangan tangan kosong ya belajar dari korban demo agustus kemarin minimal bawa 5 tronton 3 doser satu 5 ekskavator upgrade gaes biar tidak ada korban,0
Et dah ganteng banget dah ko,1,28,et dah ganteng banget dah ko,0
"""Gila ni siluman,, di story orang lain keliatan banget tumpukan2 lemaknya, buriknya apalagi""",-1,92,gila ni siluman di story orang lain keliatan banget tumpukan2 lemaknya buriknya apalagi,1
"""siapapun tolong kasih tau aku ini masalah nya apaa gais""",1,57,siapapun tolong kasih tau aku ini masalah nya apaa gais,0
Kang tae mo kenapa jadi black mambaðŸ˜­,-1,39,kang tae mo kenapa jadi black mamba,1
"""Kaya tulus ya mukanya klo diliat2""",1,35,kaya tulus ya mukanya klo diliat2,0
MUKA ARIEL TATUM ðŸ˜­ðŸ«µðŸ»,1,29,muka ariel tatum,0
Sampe sekarang saya ga tau ketum federasi brazil wlopun juara pildun berkali kali,1,81,sampe sekarang saya ga tau ketum federasi brazil wlopun juara pildun berkali kali,0
" anak jaman dulu benar-benar pinter pake otak tidak pake google, kalkulator dan lain-lain kayak sekarang",1,104,anak jaman dulu benar benar pinter pake otak tidak pake google kalkulator dan lain lain kayak sekarang,0
gada yg mau endors skincare kah?ðŸ˜­,-1,36,gada yg mau endors skincare kah,1
Harus berani ngundurkan diri ya pak,1,35,harus berani ngundurkan diri ya pak,0
Sok-sokan ngomongin panda padahal sama aja,-1,42,sok sokan ngomongin panda padahal sama aja,1
emng kalau org lagi selingkuh itu buta segala2 nya percaya dah,-1,62,emng kalau org lagi selingkuh itu buta segala2 nya percaya dah,1
"udah ada temennya tuh zah, Jule sama nisaðŸ˜­",1,45,udah ada temennya tuh zah jule sama nisa,0
the power of ratu iclik,1,23,the power of ratu iclik,0
Udahan ya maen bapak-bapakannya,-1,31,udahan ya maen bapak bapakannya,1
udh mau sore msh blm ada klarifikasi:(,1,38,udh mau sore msh blm ada klarifikasi,0
bagaikan langit dan bumi ,1,25,bagaikan langit dan bumi,0
"""gaboleh punya org"" wkwk udahtau tp masi direspon heran deh",1,59,gaboleh punya org wkwk udahtau tp masi direspon heran deh,0
"ini harus dijadikan pelajaran buat smua, sampe saat ini kematian timothy blm jls karna apa. pihak keluarga juga menolak dilakukan penyelidikan dari hp timothy, dan yg tersebar adalah chat para mahasiswa yg minim empati. supaya ga keliru saja tapi kasus ini butuh penyelidikan lbh dalam dan bukti dari hp korban, kita butuh keterbukaan dari pihak keluarga, terutama sdh 3 bln terakhri timothy tinggal ditemani ibunda tidak mungkij ibunya tidak mengetahui apa masalah yg anaknya dapati.",1,484,ini harus dijadikan pelajaran buat smua sampe saat ini kematian timothy blm jls karna apa pihak keluarga juga menolak dilakukan penyelidikan dari hp timothy dan yg tersebar adalah chat para mahasiswa yg minim empati supaya ga keliru saja tapi kasus ini butuh penyelidikan lbh dalam dan bukti dari hp korban kita butuh keterbukaan dari pihak keluarga terutama sdh 3 bln terakhri timothy tinggal ditemani ibunda tidak mungkij ibunya tidak mengetahui apa masalah yg anaknya dapati,0
"biasanya klo berita2 bgini banyak yg komen â€œtebak agamaâ€, kok kosong ya skrg ?",-1,82,biasanya klo berita2 bgini banyak yg komen tebak agama kok kosong ya skrg,1
masyaallah cantikkk banget Pratama Arhan punya IstriðŸ˜Š,1,56,masyaallah cantikkk banget pratama arhan punya istri,0
"kayaknya disuruh diem itu hati-hati kak maksudnya, karena yang dihadepin tuh orang penting istilahnya kalo gak ada bukti nanti malah kita dikira mencemarkan nama baik",1,166,kayaknya disuruh diem itu hati hati kak maksudnya karena yang dihadepin tuh orang penting istilahnya kalo gak ada bukti nanti malah kita dikira mencemarkan nama baik,0
kata gua sih emang udah di setting dari awalðŸ˜†,-1,48,kata gua sih emang udah di setting dari awal,1
"""Salut Mel.. semangat belajar, yg ngetawain juga belum tentu bisa Dan berani..""",1,79,salut mel semangat belajar yg ngetawain juga belum tentu bisa dan berani,0
"""Erica endgame gue"" inget tidak lu ngomong gitu brav",1,52,erica endgame gue inget tidak lu ngomong gitu brav,0
"""Kok anaknya kayak udah tua gitu ya mukanya kk tasya""",-1,53,kok anaknya kayak udah tua gitu ya mukanya kk tasya,1
Beda bet klo orang cerdas berbicara,1,35,beda bet klo orang cerdas berbicara,0
Titik terendah seorang sipil adalah menjadi polisi,-1,50,titik terendah seorang sipil adalah menjadi polisi,1
Udah nahan buat No Comment tapiiiiiiiiiiii ih anjir kesel KAGA BERSYUKUR BANGET!!! Ga beda jauh sama si ðŸ¼ bjiirrrr lah fak kata gue teh,-1,138,udah nahan buat no comment tapiiiiiiiiiiii ih anjir kesel kaga bersyukur banget ga beda jauh sama si bjiirrrr lah fak kata gue teh,1
"""Astaga ngehujat sampe postingan paling bawah""",1,46,astaga ngehujat sampe postingan paling bawah,0
liat mukanya mau muntah ðŸ˜‚,-1,28,liat mukanya mau muntah,1
"aku pernah nanggapin, ku selidiki eh ternyata dosen itu sudah ber istri rupanya, hampir saja aku jadi orang ke 3",1,112,aku pernah nanggapin ku selidiki eh ternyata dosen itu sudah ber istri rupanya hampir saja aku jadi orang ke 3,0
"""Jelek macam buntut kuali hahaha""",-1,33,jelek macam buntut kuali hahaha,1
capek bgt pasti tu ariel ðŸ¤£ðŸ¤£ðŸ¤£,1,37,capek bgt pasti tu ariel,0
kasus perundungan di UNUD om,1,28,kasus perundungan di unud om,0
"""Inget yg di potong itu masalah nya bukan hubungan nya, tapi kalo udah gini sembeleh aja orang nya :) udah terlanjur kecewa""",-1,124,inget yg di potong itu masalah nya bukan hubungan nya tapi kalo udah gini sembeleh aja orang nya udah terlanjur kecewa,1
"Enak emang jadi Lurah, Camat, Bupati, Walikota bahkan Gubernur. Jalan rusak yg salah Presiden sama Wapres ðŸ˜…ðŸ˜‚ðŸ¤£",1,118,enak emang jadi lurah camat bupati walikota bahkan gubernur jalan rusak yg salah presiden sama wapres,0
Jilat ludah sendiri,-1,19,jilat ludah sendiri,1
"""loh kok ak liatnya anjing semua yaa""",-1,37,loh kok ak liatnya anjing semua yaa,1
"""Mama gigi gapernah ga cantik sih kalo menurut aku.""",1,52,mama gigi gapernah ga cantik sih kalo menurut aku,0
ealah... padahal orang tuanya udah bener suruh pindah kampus masih salah pun,1,76,ealah padahal orang tuanya udah bener suruh pindah kampus masih salah pun,0
"""Sukaa bnget sm artis ini? nggak neko2.. dan natural bngett""",1,60,sukaa bnget sm artis ini nggak neko2 dan natural bngett,0
berdua itu tidak mikir bikin kisruh terus klo benar berarti tabur tuai itu nyata,1,80,berdua itu tidak mikir bikin kisruh terus klo benar berarti tabur tuai itu nyata,0
"sebenernya ariel sm caitlin malu bgt dan deg2an parah itu, abidzar lu ko bisa sepede itu si ngomong sumpah",-1,106,sebenernya ariel sm caitlin malu bgt dan deg2an parah itu abidzar lu ko bisa sepede itu si ngomong sumpah,1
Awas hamil lagi,-1,15,awas hamil lagi,1
ebih seru baca komen netizen,1,28,ebih seru baca komen netizen,0
"""Aura org pinter emg shining ya bun @hy_dindut""",1,47,aura org pinter emg shining ya bun,0
"Kalo ga sma arhan,kita ga tau kamu siapa kakðŸ˜…",-1,48,kalo ga sma arhan kita ga tau kamu siapa kak,1
"daripada gua dituduh tuduh tidak pake hijab,ya akhirnya gua tidak pake hijab beneran dong,daripada dituduh-tuduh terus",1,118,daripada gua dituduh tuduh tidak pake hijab ya akhirnya gua tidak pake hijab beneran dong daripada dituduh tuduh terus,0
"""kebanyakan nyabu jadi kurus lu""",-1,32,kebanyakan nyabu jadi kurus lu,1
" izin berpendapat ðŸ™ðŸ», ruu kuhap ini salah satunya di bentuk tujuannya untuk menyelaraskan dengan ruu perampasan aset secara prosedural, kenapa? karena basis dari RUU perampasan aset ini ""non-conviction based forfeiture"" dimana tindakan perampasan ""asset forfeiture"" harapannya bisa dilakukan tanpa menunggu pembuktian atau hasil putusan sidang. ini sebenernya bagus karena banyak dari kasus tindak pidana memanfaatkan waktu prosesi sidang yang berberlit dan lama untuk menyembunyikan asetnya sebelum putusan akhir. nah secara esensial RUU perampasan aset itu hadir untuk itu.",1,581,izin berpendapat ruu kuhap ini salah satunya di bentuk tujuannya untuk menyelaraskan dengan ruu perampasan aset secara prosedural kenapa karena basis dari ruu perampasan aset ini non conviction based forfeiture dimana tindakan perampasan asset forfeiture harapannya bisa dilakukan tanpa menunggu pembuktian atau hasil putusan sidang ini sebenernya bagus karena banyak dari kasus tindak pidana memanfaatkan waktu prosesi sidang yang berberlit dan lama untuk menyembunyikan asetnya sebelum putusan akhir nah secara esensial ruu perampasan aset itu hadir untuk itu,0
kejahatan pak harto 8% kebaikan pak harto untuk negara Indonesia 90.2% saya rakyat jelata tapi sangat merasa nyaman waktu beliau jadi presidenðŸ¥°,1,146,kejahatan pak harto 8 kebaikan pak harto untuk negara indonesia 90 2 saya rakyat jelata tapi sangat merasa nyaman waktu beliau jadi presiden,0
"Masih sepenggal2 gitu bacanya, kaku.",1,36,masih sepenggal2 gitu bacanya kaku,0
berani2ny lewat fyp guaa,-1,24,berani2ny lewat fyp guaa,1
pdhl body chacu bgus bgttt tpi knpa gaunnya harus ituuðŸ˜­ðŸ˜­ðŸ˜­,-1,66,pdhl body chacu bgus bgttt tpi knpa gaunnya harus ituu,1
"""Njr melet melet gw kirain hewan""",-1,33,njr melet melet gw kirain hewan,1
tidak ada perjanjian tdk ada pernikahan ngotot tes DNA ulang lalu mau ngapain andaikan itu anak RK mau nuntut apa hak yg mana,1,125,tidak ada perjanjian tdk ada pernikahan ngotot tes dna ulang lalu mau ngapain andaikan itu anak rk mau nuntut apa hak yg mana,0
kalau cinta adalah fuji pasti di bilang magrib...,-1,49,kalau cinta adalah fuji pasti di bilang magrib,1
belum tentu keluarga kak Timothy Anugerah memaafkan muu..,1,57,belum tentu keluarga kak timothy anugerah memaafkan muu,0
Pemikiran macam apa ini ðŸ—¿,1,28,pemikiran macam apa ini,0
"""Itu tangan apa paha haha?.""",-1,28,itu tangan apa paha haha,1
"dari lingkungannya aja kelihatan semua modelan kyak apa wkwk, ga terkejut klo ada berita2 negative diborong sama circle lingkungannya",-1,133,dari lingkungannya aja kelihatan semua modelan kyak apa wkwk ga terkejut klo ada berita2 negative diborong sama circle lingkungannya,1
masyaallah cantik banget kaka,1,29,masyaallah cantik banget kaka,0
"""kukira dedeknya berdiri itu mau mukul bang jer pake ukulele? ternyata aku salah salah :""""",1,90,kukira dedeknya berdiri itu mau mukul bang jer pake ukulele ternyata aku salah salah,0
kalau termul diskusi selalu memaksakan diri.,-1,44,kalau termul diskusi selalu memaksakan diri,1
"""Dasar cewe lo itu LONTE tau kau!""",-1,34,dasar cewe lo itu lonte tau kau,1
