komentar,label
"""Bra nya kedodoran kak make ukuran gede yaa""",0
"""Nah ini cantik seneng. Usahanya membuahkan hasil. Semangat ya mel semoga menjadi pribadi yang lebih baik lagi""",1
"""mba bisa gk sih, kalau gk merem melek gitu matanya kaya orang cacingan""",0
"""Semoga lancar terus usahanya mel""",1
"""Cantik banget kalo meldi muka natural kek gini""",1
"""Lu diem aja cantik mel kalo ga banyak gaya serius""",1
"""Kaku kek kanebo kering hahaha""",0
"""Semakin glowing say? natural kayak gini bagus tambahin prestasi nya ya say""",1
"""Meldi, emaknya buka klinik totok aura kayaknya anaknya gak pernah ditotok ya? auranya gak keliatan yg ada malah butek""",0
"""Karena muka lo pasaran mel, di pasar sapi juga ada yang mirip noh""",0
"""Maap kalau gua sering nyamain lu sama dugong soalnya emang mirip""",0
"""Iya lo kamu mirip monyet mel""",0
"""Bagusan pantat panci aing atuh anjir""",0
"""Ya emang ga ada yang sama soalnya muka kamu sama dengan muka badak, muka beton, ga ada malu,,,""",0
"""Kok mbak meldi sekarang tambah cantik ya rahasianya apa..""",1
"""Lengannya gempal banget sih HAHA""",0
"""Fix yang komen semua nyela""",1
"""Udah ka gausah digubris gausah dipikirin. Bersyukur aja sama nikmat tuhan yang udah dikasih ke kaka. Gausah juga ngatain orang ka, tetep bersyukur atas nikmatnya""",1
"""Jari jari nya gede gede banget, apalagi pas ngiklan makan ikan danau hambar, jarinya kayak jempol semua hawak bener""",0
"""Jangan disamain muka @rosameldianti_ sama orang oi. Mintanya disamain sama babi""",0
"""Ga ada yang dibawah Meldi, semuanya setara, ada kekurangan ada kelebihan""",1
"""Ka mel gausah merendahkan orang lain. Bersyukur aja diatas langit juga masih ada langit lagi""",1
"""Mukanya kalau gak dibantu kamera dekil dan kumel""",0
"""Semua wanita cantik, jangan suka merasa lebih ah""",1
"""Meldi udah dapat kontrak endorse skincare ya tapi kok mukanya tetap jelek si?""",0
"""Gila Netizen pada sempurna ngehina orang terus""",1
"""Semua dah pada ngembang? habis di berapa cowo meldi?... enak ya di otak atik""",0
"""Karena muka kayak elo pasaran dan murah?""",0
"""Muka buluk kepedean lagi.. muka udah tua""",0
"""Muka lu kaya tai wkwkwk""",0
"""Sakit jiwa ini upil gajah? Kasihan""",0
"""Jelek macam buntut kuali hahaha""",0
"""Meldi tambah kurusan sekarang ya??? Cantik walaupun tanpa make up?""",1
"""Elu juga semoga semakinlebih baik dalam segala hal, terutama akhlak dan etikanya""",1
"""Mbak mell sehat dan sukses ya""",1
"""Aamiin. Doa baik juga untuk Meldi""",1
"""Selamat tahun baru mbak, semoga jadi pribadi yang lebih baik amin""",1
"""Meldi ini lama lama cantik loh tinggal dibenerin akhlak dan adabnya pasti makin sip""",1
"""Pengambilan fotonya sudah bagus mantap dan keren.. tinggal pengambilan ARWAH nya aja yang belum""",0
"""Nggak ada cantik-cantik nya hahaha""",0
"""Kasian editornya sih ini, nanggung dosa banget kayaknya ngeditnya offside gini""",0
"""Lama lama mirip dewi persik ya""",1
"""pada julid padahal kan meldi gak nyusahin kalian""",1
"""ini foto apa w masukin museum aja ya ga ada pantas2nya""",0
"""Nggak ngumpul bareng mami isa lagi kan kamu yang paling gembrot disana""",0
"""Lagu lu ga ada yang laku ya mel??""",0
"""Lututnya masih hitam gosok maning biar tambah cling dan cantik""",0
"""Suka heran sama warga +62 sukanya ngehujat orang mulu, dapat pahala kagak dosa mah iya""",1
"""Tambah cantik aja rosa meldianti""",1
"""Jadi diri sendiri, jangan jadi ular apalagi dugong""",0
"""Saya kok suka ya sama mereka harmonis""",1
"""Cantik banget kalau pakai baju kayak gitu""",1
"""Jujur ya kamu kalo anteng ga buat masalah cantik mel""",1
"""Cowoknya ga ada cakep cakepnya""",0
"""Di foto tirus.. Kalo di video wariorr kok mukanya kek donat gak ada bentuknya""",0
"""Dari sekian banyak foto yang diposting, ini yang paling cantik""",1
"""Artis abal-abal.. Muka putih tangan hitam? ager2 ATM nya udah isi berapa sekarang""",0
"""Itu muka kayak penuh tekanan banget""",0
"""@rosameldianti_ cowokmu wajah nya culun dan cupu kayak om2""",0
"""Masyaallah cantik terlihat sopan dan anggun""",1
"""Kang ojek kali belang tangannya""",0
"""Seneng liat pasangan ini cewenya di hujat 1 indonesia tapi dia tetep setia nemenin""",1
"""Dia memutuskan menjadi tumbal apartment""",0
"""makin cantik mel, semangat dietnyaa""",1
"""Itu tangan apa paha haha?.""",0
"""Mel disini kamu keliatan cakep""",1
"""Mukanya kayak lagi ngeden pas boker""",0
"""Aduuh.. terlalu halu.. hhahaha lebay editan nyaa lemak kemana lemak? hahhaaa.. mimpi ketinggian..""",0
"""salfok sama kaki, tapi cantik banget asli""",1
"""@_dy1412 buset cantik diedit aja mba, coba dah aslinya dah kayak buntelan kentut?""",0
"""atas bawah hitam putih, kek kopi luwak""",0
"""Palsu badane diedit semua tu, aslinya dimana2 lemak""",0
"""Udah dapat kontrak dari skincare ttp aja buluk mel""",0
"""heran sama netizen klo gk suka jangan diliat aja""",1
"""sukses selalu yah ka @rosameldianti_ semangat""",1
"""Jujur aku lebih suka meldi yang sekarang daripada yang dulu suka ngehujat orang""",1
"""sumpah aslinya muka lo lebar kayak baskom loh mel @rosameldianti_""",0
"""Berkarya teros meldi walo ga ada yg nuntun kamu.""",1
"""Astaghfirullah, seram sekali ya bun seperti ular jelmaan makhluk halus ya bun""",0
"""Dan yang paling saya heran cowokpun ikut ngebully, sabar meldi.""",1
"""Astaga? Ratu edit muka.. Sumpah seren kayak film setan2 gitu?..""",0
"""Matanya kayak katarak anjir AHAHAH""",0
"""Caption aja COPAS! Cantumin credit dong, dasar iblis""",0
"""Unfoll aja daripada kalian dosa ngebully2 terus..""",1
"""Meldi aku perhatikan kamu seperti orang china deh.. cantik""",1
"""Editan softlensnya keluar itu mbaknya, kayak ratu titisan ular kamu wkwkwk""",0
"""Kasihan ular dibawa bawa kamu gak pantas jadi ular pantasnya jadi bunglon atau buaya..""",0
"""Maju trus ya sayang.. abaikan orang2 yg comment menyakitkan""",1
"""Kasihan ya kamu @rosameldianti_ Hidup sekali cuman buat bahan hujatan masyarakat? Mubadzir banget deh hidup lo? Napa gak bunuh diri aja?""",0
"""Semangat mel, bahasa asing mah yang penting kita berani pasti entarnya bisa""",1
"""Beda sama d foto yaa.. Disini lebar banget mukanya maaf itu kalau foto editan ya""",0
"""Meldi meskipun kadang mulut ku tak bisa di rem karena kehaluanmu, tapi aku bangga akan berusaha mu, yuhuuu""",1
"""Lupa di edit ya tu muka melar""",0
"""Semangatt, kesalahan dalam belajar bahasa asing itu penting. Karena itu pembelajaran utamanya, supaya kesalahannya ga terulang""",1
"""Kereennnn.. dari bully.an netizen menjadikanmu mau belajar""",1
"""Hiiihhh jiik lihat nih orang? auranya buruk bgt gak ada manis manisnya""",0
"""Semangat untuk belajar ya? saya uga gak bisa bahasa inggris""",1
"""Yang penting ada niat.. dan keberanian""",1
"""Salut Mel.. semangat belajar, yg ngetawain juga belum tentu bisa Dan berani..""",1
"""Gpp Mel semangat buat belajar trusssss jangan gampang nyerah pokoknya @rosameldianti_""",1
"""Setidaknya dia ngaku. bukan belagak pintar""",1
"""Masih jauh kalo ngarep bisa ikutan kontes miss earth , makanya dari kecil les inggris biar lidahnya gak keseleo""",0
"""Cuma di postingan ini ya bund netizen sedikit yang menghujat""",1
"""Happy birthday Mel sehat dan Sukses yah, Aamiin""",1
"""Happy Birthday kak Meldi yang imut n ngegemesin. Tambah sukses selalu""",1
"""Ya ampun ketiak dan lemaknya editan parah wkwk""",0
"""Ketiaknya habis di amplas mel, alus banget""",0
"""Udah diedit gitu, ketiak lu tetap hitam""",0
"""Selamat ulang tahun mel, udah yah jangan banyak tingkah""",1
"""Mukanya kuning banget kaya kunyit""",0
"""Selamat ulang tahun meldi sukses dan sehat terus ya?.""",1
"""Fotonya lainnya jangan yang ini, kan masih banyak yang lebih cantik ihhh biar gak kena hujat kamu ihh, aku mah kasihan""",1
"""HBD meldi? Semoga sukses selalu dan panjang umur dan rejekinya di lancarkan.. Amin""",1
"""Perasaan kemarin lengannya kekar banget kek petinju, udah gitu ketiaknya juga hitam. Kok difoto ini lengannya jadi kecil, ketiaknya putih kek dibedakin""",0
"""Selamat Ulang Tahun kak @rosameldianti_, banyaknya sadar dan jangan pansos lagi yah. Amin""",1
"""Hbd cantik semoga kedepannya tambah sukses""",1
"""Hbd mbak mel tambah cantik di panjangkan umurnya dan sehat selalu""",1
"""berdiri di kaki sendiri lebih baik""",1
"""Biar di edit2 kaya apa juga tetap aja ketiak hitam nya ga bisa di bohongin""",0
"""Sumpah demi apapun.. Lengan nya gede banget""",0
"""Selamat ulang tahun panjang umur sampai ketemu dajjal""",0
"""Ketiak hitam buluk mau lu edit nutupin daki diketek lu tetap aka hitam ketiak lu, dasar Dugong @rosameldianti_""",0
"""Di atm tinggal 150 ribu aja banyak gaya lu dugong""",0
"""Gak ada bagus2nya suara dan polanya?.""",0
"""Si Meldi jelek aja banyak gaya. Beda banget sm tante n sepupunya yang udah jelas2 cantik""",0
"""Tapi dia sekarang dah berubah gak kayak dulu kalau yang gue lihat""",1
"""Ngedit ketiaknya berapa lah dah itu ya ampe ngeblur pisan.. Putihnya kek cat tembok""",0
"""Aduh dugong masih aja gila filter?.""",0
"""Sekarang bukan muka aja yang didempul, tapi ketiak juga""",0
"""Kasian kebelet artis tapi gak punya bakat""",0
"""Yang merasa peliharaannya lepas, tolong diangkut""",0
"""Miris banget? ultah bukan didoain yang baik2 tapi tetap di bully kasian !! God bless u mel""",1
"""Mudah mudahan lu jadi gembel. Amin ya Allah""",0
"""Ketiaknya hitam dikasih bedak jadi nya abu"" monyet""",0
"""Heran gua mah kalau gasuka gausah di follow dah tau ni akun private kalo lu tetap follow dan ngebuli tanda nya lu sirik. Gasuka ya gausah diliat, kaya dirinya sempurna aja""",1
"""Gua berharap lu aja si yg sakit bukan laura lol""",0
"""Harusnya lo aja yang menderitaaa bukan lora anj!!!!!!!!!""",0
"""GAGA SEMPET BENERAN LORA LO TINGGALIN, LO ORANG PALING JAHAT GA!!!! LO GAK BAKAL BAHAGIA GA""",0
"""Lu bener' ga.kalo sempet nyakitin lora gue santet!!!!!""",0
"""Si gaga kok kek anjing""",0
"""Semangat gaga, jangan liat kebelakang fokus aja kedepan, masih muda masih banyak yg lebih baik juga.""",1
"""Gak ada cantiknya. Gila yang ada""",0
"""meldi makin bersinar yaaa, pertahanin karir jgn di sia siain""",1
"""Tetap semangat?. sebaik apapun kamu akan dalah Dimata pembenci?..""",1
"""Asli gak ada bebet bobo ni anak. kasihan sekali.""",0
"""kumat? lama semedinya segini keluarnya""",0
"""Tangannya hitam? beda ama muka""",0
"""Kok meldi di foto aku gendut beda""",0
"""Gatau sih, cantik tapi gak ada aura nya sama sekali . Cantik tapi idih gitu lihatnya , kenapa yaa ??""",0
"""Baik buruk nya kamu akan tetap terlihat buruk di mata mereka yang ga menyukai mu..""",1
"""Gila ni siluman,, di story orang lain keliatan banget tumpukan2 lemaknya, buriknya apalagi""",0
"""Dasar Bego lu.. gua jijik sama lu bro kayak gak punya otak banget""",0
"""Lo kira lo bagus tuh begitu anjing wkwkw""",0
"""Di maafin aaa? semoga dia jera untuk kedepannya?""",1
"""Eh bocah mending Lo mati aja GAK guna juga ada orang kayak lo hahahahaha""",0
"""Btw yang video tapi boong itu dia buat nya tahun lalu bukan pas masalah yang sekarang kalau gak percaya lihat tribun news jadi jangan hujat dia lagi ya""",1
"""Okay bro kalem aja, tetap semangat dan jangan putus asa""",1
"""Lu Mati ajalah . Udah biar gak bikin ribet""",0
"""SAMPAH MASYARAKAT HARUS DI MUSNAHKAN SEGERA""",0
"""MATI KAU NAJIS KONTOL BANGSAT MATI KAU""",0
"""youtuber toxic, tutup akunmu sekalian tutup usia""",0
"""Pada ribet kayak udah pada benar aja lu semua""",1
"""Jangan ada hitam diatas putih. Langsung proses""",1
"""Kalau sayang sama anaknya ya di serahkan aja ke polisi biar di didik sekalian""",1
"""Manusia apa hewan sih kok gak punya hati banget""",0
"""Manusia anjing. Nyari uang gitu amat. Lo kerja aja sama gue nyebokin gue ntar gue gaji lo.""",0
"""maklum anak kurang pendidikan kayak gitu gak punya akhlak""",0
"""Anjing memang anak gak tau diri. ibunya sampai nangis2""",0
"""oi babi gue bunuh lu kalau sampai kelihatan sumpah""",0
"""Heee sampah lu udah gua maafin TAPI BOONG GOBLOK""",0
"""ANJING SINI LO BAKU HANTAM AYO""",0
"""Bangkit ya bang jangan lemah buat pelajaran dan ujian buat lu jadi yang lebih baik lagi bang""",1
"""Jangan patah semngat kak sukses terus""",1
"""Semangat Ferdian gausah dengerin orang yang hujat kamu, karena semua manusia tidak luput dari kesalahan""",1
"""Sumpah sekarang aku respect banget sama kamu""",1
"""Menurutku pribadi, dia tulus minta maafnya?.""",1
"""DIKASIH BIDADARI MAUNYA BONEKA SANTET""",0
"""Ilang respect gue.. padahal jane udh setia bgt sama lu, tapi lu nya main cewe pas udh keluar dri penjara.. lol""",1
"""Hapus ajh ni poto ngk tau malu bgt lu bang""",1
"""Intinya gasuka ajg selama ada listy . Ngrusak suasana""",0
"""Di foto ini ada 2 anjing dan 1 kontol""",0
"""kasian banget Jane udah nunggu keluar penjara eh taunya :), waw sakit siih""",1
"""Puny cewk baik di selingkuhin g ngotak""",0
"""Inget yg di potong itu masalah nya bukan hubungan nya, tapi kalo udah gini sembeleh aja orang nya :) udah terlanjur kecewa""",0
"""Ini buat konten.. masa putus foto tabi sama jessica engga dihapus ?""",1
"""Tiap mau makan dibikin ama jess tpi malah ngehianatin gila sih""",1
"""Parah lu bang nama lu udh rusak karna narkoba malah nambah masalah ajh truss""",1
"""Ini anjing Kok mirip ya sama Erick""",0
"""Muka Pas""an sok sok an mau sm lonte lo anjing""",0
"""Lu sama anjingnya, lebih baik anjingnya""",0
"""IH ADA BABI JGN MEGANG TUH ANJING HARGA DIRINYA LEBIH TINGGI DRIPADA LO""",0
"""Santuy aja bang ga usah di tanggepin,btw gw suka gaya lo""",1
"""Narkoboy kontol, Cuma bisa maen cewe sama nyakitin doang lu anjing, mati aja lu bego""",0
"""TETEP PENJARA AJA AJG NYUSAHIN LO KELUAR""",0
"""cewe cakep, setia kok disia sia in sahabat""",1
"""loh kok ak liatnya anjing semua yaa""",0
"""Anjingnya ada dua kok guys, tapi kok lagi satu gue liat ada babi item""",0
"""Mantan Anjing, eh kebalik anjing mantan""",0
"""Bikin skandal karena kepengen tenar?""",1
"""Wiii anjay kapan lagi liat babi megang 2 anjing""",0
"""Ini adalah foto babi sedang memeluk anjing yg pemilik nya adalah bidadari""",0
"""Babi g pantes nyentuh anjingnya bidadari, nanti kotor.""",0
"""SESAMA ANJING FOTO DULU YA KAN""",0
"""potret seorjing memegang anjing kwkw""",0
"""HEH UDH NAPA HATE NYA CAPE GW BACA NYA""",1
"""WADUH MALAH LEBIH GANTENG ANJINGNYA. EH EH BAHKAN LU GA PANTES DISEBUT ANJING. ANJING KAN SETIA PANTESNYA SIH BABI HAHAHAHA""",0
"""kalo lomba sama""an sm babi, babi nya nmr 2""",0
"""Si anjing ketika berfoto dengan si anjing""",0
"""Kak jessica yg nungguin+setia sm kk loh pas ad masalah kmrn. Tapi kk ga ngehargain malah lbh milih yg d sono""",1
"""erikontolim manusia babi anak lonte""",0
"""HARGAILAH HATI WANITA YANG UDH TULUS NEMENIN LO DARI 0!!!""",1
"""Tapi bagus sih erick mutusin Jessica ya karna Erick kelakuan ny begituu coba liat Jessica""",1
"""Anjing sekarang hebat ya, bisa pake kacamata""",0
"""Sdh lh nasi udah jdi bubur ga bisa lagi dibentuk kek semulaaa""",1
"""Kukira kehadiranmu akan menjadi sesuatu kebanggaan, ternyata tidak""",1
"""Ada 3 Ajg Dan Yg Punya Tato Bener2 Ajg""",0
"""dasar orang tua gada akhlak,ngajarin anaknya yang ga bener""",0
"""Erik kenapa sih? Ada yang bisa jelasin gw ga update soalnya.. maap2""",1
"""Eh jangan dekat dekat sama anjingnya ci Jessica gua lempar lu""",0
"""guys dr pd comment2 mending unfoll sm unsubscribe aja yaa""",1
"""Babi lagi main ma anjing :)""",0
"""Dikasi BIDADARI MALAH PILIH BABI""",0
"""Postingan pertama jg dihujat dong gila netijen""",1
"""BARU KALI INI LIHAT ANJING SAMA BABI BAIKAN?""",0
"""Dikasih bidadari malah milih setan""",0
"""Padahal gw g mau benci ama lu bro, tpi ada aja tingkah lu yang melenceng:(""",1
"""SIKAP MU LEBIH NAJIS DARIPADA LUDAH ANJING!""",0
"""Njir meskipun udh lama nih poto di post tapi masih banyak yg komen baru2""",1
"""kesini cmn mo liat komen aja""",1
"""Buset hate comment ampe postingan paling bawah""",1
"""Foto di upload nya 20 maret yang comment 1 jam 2 jam 3 jam yg lalu""",1
"""Pantes banyak utang buat bayar lonte""",0
"""2 3 tutup botol muka lu kek kontol wkwk""",0
"""astaga masih pagi dibikin ngakak ama komenan netijen yg ngmng suka bener""",1
"""Dah lah. Gw capek baca komen kalian""",1
"""Keliatan bgt anjingnya ketakutan foto sama dakjal""",0
"""Astaga ngehujat sampe postingan paling bawah""",1
"""Lebih najis elu daripada anjing!""",0
"""2 ekor anjing dan satu buaya makan jambut""",0
"""Kalo disuruh melihara anjing/eric gw pilih anjing aja meski Najis tapi lebih najisan erick kontol""",0
"""Ngapain si pada ngejudge? Mikir dulu lah dia putus juga sebelum kejadian itu tolol""",1
"""Hargai wanitamu dia didekati banyak pria tetapi tetap memilihmu""",1
"""Ternyata sipat anjing bukan hanya ada di anjing doang ya,di manusia sipat anjing juga ternyata ada""",0
"""Potret ketika anjing poto dengan setan""",0
"""BANTU BEDAINN WOYY MANA ANJING MANA BABI""",0
"""Udaah woii udahh lu gak kasihan apa?. Aku capek ngelike komenan kalian""",1
"""3 anjing 1 anjing berwujud manusia, 2 anjing asli tak ada perwujudan aowkwkw""",0
"""Kasian gue sama anjingnya dipegang dajjal""",0
"""Kasian anjing nya di pegang babi""",0
"""Lo itu kontol gak guna ajg anak dakjal""",0
"""mukak lu lebih buruk daripada anjing lu""",0
"""dikasi yang bening malah milih yang dakian""",0
"""Mending masuk penjara lagi aja dah seumur hidup""",0
"""Kok lbih lucu anjingnya ya ktimbang orangnya""",0
"""Akhirnya jesica bisa lepas dari kambing hitam ini""",0
"""Maafin Aja Bro Semua Orang Pasti Ada Kesalahan Dia Juga Pasti Ada Kesalahan Nasehatin Aja Siapa Tau Dia Berubah""",1
"""Kasian anjingnya dipeluk sma sampahh""",0
"""Gua kira keluar dari PENJARA bisa berubah""",1
"""Cintamu hanya sebatas kertas wkwkw enteng bang""",1
"""Padahal sejak dia sama Jane aku lebih respect :( skrg bener2 udah hilang respect :(""",1
"""udah nemenin dari masa tersulit lo pas udah keluar malah selingkuh, ga nyangka idola gua sesampah itu.""",0
"""Dihujat habis""an semua postingan lama ada komen baru wkwk""",1
"""Gua gabisa bedain mana anjing mana manusia, keliatannya sama""",0
"""Lu mirip anaknya kick andy yg namanya marlo bang""",1
"""Kenapa ada orang baik ? Karna ada orang jahat""",1
"""Ngga ada niatan ngadain pengajian gitu bang?""",1
"""Suka banget sama rambutnyaa tambah ganteng""",1
"""@abatartila Ada ada aja kaya gini di bilang king, king muke nya udh kaya tai musang""",0
"""Ninggalin berlian demi tai babi dih""",0
"""ganteng kaga lu begitu malah keliatan kaya daki kontol""",0
"""Mukak lo kayak tapir kuda asu sok ganteng banget lo""",0
"""Banyak yg kecewa karena lu begini rik!!!!""",1
"""Maap ye?muke lu udh jelek kaga usah sok selingkuh,cakepan anjing gua noh""",0
"""Apa si hebatnya banci yg badannya penuh koreng kaya lo""",0
"""Gini dong bersihan kaga kek tahun tahun sebelumnya dekil""",0
"""Muka lu keriput kek aki aki""",0
"""Foto jelek dihujat, foto ganteng dibilang sok ganteng""",1
"""kebanyakan nyabu jadi kurus lu""",0
"""NARKOBOYY NGELUARIN LIDAHH, AJG MAU APA, MAU TES URIN""",0
"""Fotolu pede anjrit muka lu tu anjrit""",0
"""Hidup itu jngn keterlaluan boss playboy amat ajg luu""",0
"""Mukalu kek aktor bokep bgst mending ngobat aja luu""",0
"""dah jelek semangattt pulak WKWK""",0
"""Muka nya kok gitu, seren bikin mual liatnya""",0
"""Sana anjing ngewe ama lonte bangsat""",0
"""Muka kek kontol mending di penjara""",0
"""muka kek banci dih najis""",0
"""Ntar Mati dalam keadaan konyol""",0
"""mau bilang jelek nya ga enak hehe ?""",0
"""Idihhhhh pantesan aja foto nya keluarin lidah kyk gtu. Trnyata tukang jilat?""",0
"""NIH ORANG KALO LOMBA MIRIP BABI,BABINYA JUARA 2""",0
"""Titisan dakjal emg lo nyet""",0
"""Et muka lu aje gitu dih hahaha. Biarin aja sampah ketemu sampah biar busuk bersama""",0
"""Jijik astagah sok bat cakep njs""",0
"""Bully an di ig lebih ngeri daripada di fb ajg gua jadi ngerii! Ajgg",1
"""udah buriq brengsek pula pantes aja dapet lonte""",0
"""MUKA KAMPUNG GAYA SOK SOAN KOTA NYET""",0
"""Ngapa lidah Lo stroke amin deh kalau gtu""",0
"""Ciah dihujat 1 Indonesia jangan sampe bunuh diri ya komtoll kami blom puas nguat kauuu""",0
"""Org kampung otak dusun gaya sosoan hype. Ttep aja gabisa nutupin muka babu lu.""",0
"""Cowo foto liatin lidah nya jam ah jijik gue. Apa lagi minus akhlak kek gini""",0
"""ANJING gue jg ogah liat muke lu""",0
"""G bole melet dosaa rik""",1
"""paan melet melet mau jilat tai tabi?""",0
"""Setan emg melet2 teross jijik asuuu""",0
"""ni anak lahir krna kondom bocor.. ga ada rasa syukur muka kyk selangkangan gorilla dpt cewe cntik kyk jessica setia dll malah di sia2in bgsad""",0
"""Apaan si melet2 sok ganteng""",0
"""Muka kek slangkangan biawak aje bnyk blagu lu""",0
"""Sumpah sih jahat banget. Bener2 kasian sama kak jessica""",1
"""Anjing gk pantes sama bidadari.""",0
"""MELET MULU SETAN KAYA ULAR""",0
"""Njr melet melet gw kirain hewan""",0
"""Gtu aj dh kek anjg lo kang""",0
"""Gw kesini pengen liat babang ini.. Sumpah feeling gw bener.. Mirip banget ama Reynhard Sinaga""",1
"""Ih ko melet2 si kaya hewan aja wkwkwkwk""",0
"""Iuu milih iblis drpd bidadarii kwkwkw jyjyq""",0
"""MELET2 UDAH KAYA ANJING, EH KAN EMAH ANJING""",0
"""ga nyadar aja nih sampah HAHA""",0
"""Lidah banyak kuman and virus nih""",0
"""Awalnya ngira baju endorse dari KFC, mirip '-'""",1
"""GUA MAU LO TERUS BERKARYA , PERBAIKI, TINGGALKAN YG NEGATIF , TIDAK ADA KATA TERLAMBAT , TTP JADI ORANG YG HEBAT DAN SELALU BAHAGIA @xrickolim""",1
"""Cita cita ingin jadi pakboi , eh tapi malah jadi narkoboy nasib-nasib""",0
"""Napa lu balik dari penjara sih?""",0
"""Mending lu pada tobat dah""",1
"""selama dipenjara apalo sikat gigi? KOK BAU YA, BAUBAU AROMA BANGSATTTT""",0
"""Gigi lo ada apanya? Jigong? Atau kondom nya nyangkut?""",0
"""ih mukanya kek anjing rumah gwa""",0
"""woi anak anjing ngapain lu hidup bgst""",0
"""Udah jelek gak usah d jelek2 in lagi bro""",0
"""Ganteng kagak berbakat juga kagak kelebihannya dimana cobak?""",0
"""Benci aja Ama orang jelek pake selingkuh segala""",0
"""Udah tutup mulut nya bau kambing""",0
"""Jualan jualan knp ngga jadi yutuber lagi bro takut ngga ada yg nntn yah""",0
"""Kayak Randy Pangalila klo gk pake kacamata""",1
"""Entah knp liat muka BG Eric sekarang kaya enak gitu .. dari pada yg dulu""",1
"""Apa ganteng nyasih anjing.. Kucel gini jadiin model""",0
"""keknya dia ngeliat masa depan yang hancur deh""",0
"""INGETT HIDUP LO DULU GA SEENAK INI RIKKK. HIDUP LO SUSAH!!!! SALAM TEMEN SMP PAS LO BURIKKK. EH SKRG SAMA AJA""",0
"""Yaaaa yaaa kalo liat muka nya sumpah ngeselin banget dah?.oprasi dulu sono..biar gantengan dikit.. Dan kalo jln ke mall gk di kenal orng.""",0
"""dia ini siapa sih??? Artis bukan, jelek mah iya mukanya iyuhhh""",0
"""Ini bukan era lo lagi, mending lo mati aja babi. Kalo baca bales nyet""",0
"""Saya segenap hati minta maap""",1
"""Dulu Bahagia Sekarang Banyak Utang""",0
"""Harus lebih maju berkelas rik!! Ga jamannya lg toxic dan ga beraturan.. build sistem!! You will be BIG""",1
"""editan sama konsepnya nice banget lahhh""",1
"""iri kok sama babi hahah najis""",0
"""LO YANG DULU BUKANLAH YANG SEKARANG DULU KAYA ANJING SEKARANG KAYA BABI""",0
"""Jelek aja tukang selingkuh lo buriq !""",0
"""kok kalian komennya pada kek gini ya""",1
"""Rick lu tuh jadi manusia kek gk ada gunanya lu dilahirin kedunia untuk berbuat baik, sayang nya lu ngecewain org lain gimana mo masuk surga""",0
"""Kalian kaloga cocok mau di paksain?""",1
"""ya biarin @xrickolim kita gatau gimana aslinya masa kalian semua ambil keputusan sepihak?kalo udah takdir gaada yang bisa nentang njir""",1
"""Cocok kok, emang orang baik mah buat org baik, kalo yg bejat mah emang cocok buat yang bejat juga ehehe""",0
"""ERICK GOBLOK,MALAH PACARAN AMA LONTE ANJ,SO BAT""",0
"""Cocok banget sama2 orang gak bener biar lah dia hancur bersama""",0
"""EH KEK ADA PENAMPAKAN LONTE""",0
"""Meninggalkan berlian demi Tai Sapi""",0
"""Ini bukan era lo lgi, wkwkw skrng lo penuh dengan cacimaki, telen ludah sendiri""",0
"""Pantes disini mulainya si ajg berulah""",0
"""Open BO ga bang si listy? Kebetulan ada om-om yg nyari cwe yg udah pengalaman!!!!""",0
"""Buah nangka buah kemanggi gak ada akhlak lu babi""",0
"""Perlahan karirmu ancur bro dan lu akan kembali kebawan""",0
"""Biarkan @sk69official bangkrut aja. CEO nya gatau trimakasih haha""",0
"""ngapain juga nginap di rumah cowo, gaada keluarga lg lo?""",0
"""Eh ada pelakor, pas banget frame ke tiga, orang ke 3""",0
"""Anak gblk dikasi berlian malah milih kerikil""",0
"""Dikasih bidadari malah milih dajjal awokawok:v""",0
"""Jangan cuman bisa ngehina Dong Sadar Kalian Itu Ga sempurna sama kaya kami""",1
"""Kesihan gue sama org otak dangkal kek gini""",0
"""Murahh banget lo jijik gue ?. Dikick EVOS mlah open BO""",0
"""senengnya sekali nyesel nya seumur hidup, miris banget hidup lu tolol meninggalkan berlian yang indah dipandang dan di sayang demi segumpal tai kucing""",0
"""Indahnya pemandangan banyak LonT lonT mau di jual""",0
"""bidadari sudah ditunjukan , bahwa mmg g pantes sma dajjal g tau diri""",0
"""siapapun tolong kasih tau aku ini masalah nya apaa gais""",1
"""dikasih hati yg malaikat milih yg berhati iblis greget:(""",0
"""Di kasih bidadari malah pilih kotoran""",0
"""Dikasih bidadari malah minta lonte""",0
"""Gajadi beli Model murahan barang pasti murahan""",0
"""Modelny aja murahan apalagi barangnya""",0
"""muka macem pengamen gegayaan selingkuh, untung udh ga sm jane lg, kebanting sm jane muke lu""",0
"""Males beli gua,gara gara ada lonte""",0
"""Padahal bulug gini ya mukanya.. ehh,, maaf..""",0
"""Padahal cantikan jessica kemana mana""",1
"""Dikasih bidadari malah milih sampah""",0
"""yaelah muka pas""an aja bangga lu njing""",0
"""Wah ibarat lebih milih iblis daripada bidadari haha""",0
"""@rangga_kanahaya knp gk truck sampah, kek mukanya sampah""",0
"""Gajadi beli, takut ketularan lonte nya""",0
"""hanya bisa melihat hujatan klean kasian si listy kontrak nya d copot , di hujat memang dunia sgt kejam""",1
"""Jangan beli baju lonte entar kena sial""",0
"""Dasar cewe lo itu LONTE tau kau!""",0
"""Disini pada kenapa dah? Aku gapaham tolong""",1
