comment,sentiment
"""Ancur hidup lu kalau sama dia? Sumpah..""",-1
"""serem banget muka lo mel kayak ayam potong merah banget""",-1
"""Yaudah jd pengusaha kuliner aja gausah artis, makanannya emang bikin ngiler sih wkwkw""",1
"""Kamu emang cocoknya jadi pengusaha kuliner udah fixs. Semoha lancat terusssss""",1
"""Tak sejelek IMAGE Owner ya..? Artis ups bukan Artis? Hallo secara tidak langsung semua orang itu tau IMAGE lu jelek gentong!""",-1
"""Apaan sih gak jelas hidupnya""",-1
"""Sebelum aku Unfoll, aku mau bilang NAJISSSS""",-1
"""muka lu sensual tapi norak kenapa dah""",-1
"""Udah gk jaman ngebully orang hey netizen mending ngaca dari kekurangan sendiri""",1
"""Kalau pas penempatannya, sebenernya kamu imut banget loh mel.""",1
"""Cakep kaga jelek iya HAHAH""",-1
"""jari jari kaki kayak jarinya tukang panggul""",-1
"""Kakinya kek lagi hamil tua ya bun, semacam kaki gajah @ayuugsia""",-1
"""Suka heran sama yg ngehina fisik,, ternyata bener ya kita semua pendosa dengan cara kita sendiri,,""",1
"""Ini diedit biar langsing padahal mah klo live bomber badannya""",-1
"""Kakinya gedong sayyy kek kaki jantan? Upp kan dia suka berbaur ama warwerwor.. Mahluk astral.. Yg kakinya gedong""",-1
"""Bagusan foto pakai masker drpd gak pakai masker""",1
"""@rosameldianti_ kakak foto sebelum ini. kenapa Memeknya Keliatan Tebal???? Memeknya kakak Lagi Bengkak yah???""",-1
"""Bra nya kedodoran kak make ukuran gede yaa""",-1
"""Nah ini cantik seneng. Usahanya membuahkan hasil. Semangat ya mel semoga menjadi pribadi yang lebih baik lagi""",1
"""mba bisa gk sih, kalau gk merem melek gitu matanya kaya orang cacingan""",-1
"""Semoga lancar terus usahanya mel""",1
"""Cantik banget kalo meldi muka natural kek gini""",1
"""Lu diem aja cantik mel kalo ga banyak gaya serius""",1
"""Kaku kek kanebo kering hahaha""",-1
"""Semakin glowing say? natural kayak gini bagus tambahin prestasi nya ya say""",1
"""Meldi, emaknya buka klinik totok aura kayaknya anaknya gak pernah ditotok ya? auranya gak keliatan yg ada malah butek""",-1
"""Karena muka lo pasaran mel, di pasar sapi juga ada yang mirip noh""",-1
"""Maap kalau gua sering nyamain lu sama dugong soalnya emang mirip""",-1
"""Iya lo kamu mirip monyet mel""",-1
"""Bagusan pantat panci aing atuh anjir""",-1
"""Ya emang ga ada yang sama soalnya muka kamu sama dengan muka badak, muka beton, ga ada malu,,,""",-1
"""Kok mbak meldi sekarang tambah cantik ya rahasianya apa..""",1
"""Lengannya gempal banget sih HAHA""",-1
"""Fix yang komen semua nyela""",1
"""Udah ka gausah digubris gausah dipikirin. Bersyukur aja sama nikmat tuhan yang udah dikasih ke kaka. Gausah juga ngatain orang ka, tetep bersyukur atas nikmatnya""",1
"""Jari jari nya gede gede banget, apalagi pas ngiklan makan ikan danau hambar, jarinya kayak jempol semua hawak bener""",-1
"""Jangan disamain muka @rosameldianti_ sama orang oi. Mintanya disamain sama babi""",-1
"""Ga ada yang dibawah Meldi, semuanya setara, ada kekurangan ada kelebihan""",1
"""Ka mel gausah merendahkan orang lain. Bersyukur aja diatas langit juga masih ada langit lagi""",1
"""Mukanya kalau gak dibantu kamera dekil dan kumel""",-1
"""Semua wanita cantik, jangan suka merasa lebih ah""",1
"""Meldi udah dapat kontrak endorse skincare ya tapi kok mukanya tetap jelek si?""",-1
"""Gila Netizen pada sempurna ngehina orang terus""",1
"""Semua dah pada ngembang? habis di berapa cowo meldi?... enak ya di otak atik""",-1
"""Karena muka kayak elo pasaran dan murah?""",-1
"""Muka buluk kepedean lagi.. muka udah tua""",-1
"""Muka lu kaya tai wkwkwk""",-1
"""Sakit jiwa ini upil gajah? Kasihan""",-1
"""Jelek macam buntut kuali hahaha""",-1
"""Meldi tambah kurusan sekarang ya??? Cantik walaupun tanpa make up?""",1
"""Elu juga semoga semakinlebih baik dalam segala hal, terutama akhlak dan etikanya""",1
"""Mbak mell sehat dan sukses ya""",1
"""Aamiin. Doa baik juga untuk Meldi""",1
"""Selamat tahun baru mbak, semoga jadi pribadi yang lebih baik amin""",1
"""Meldi ini lama lama cantik loh tinggal dibenerin akhlak dan adabnya pasti makin sip""",1
"""Pengambilan fotonya sudah bagus mantap dan keren.. tinggal pengambilan ARWAH nya aja yang belum""",-1
"""Nggak ada cantik-cantik nya hahaha""",-1
"""Kasian editornya sih ini, nanggung dosa banget kayaknya ngeditnya offside gini""",-1
"""Lama lama mirip dewi persik ya""",1
"""pada julid padahal kan meldi gak nyusahin kalian""",1
"""ini foto apa w masukin museum aja ya ga ada pantas2nya""",-1
"""Nggak ngumpul bareng mami isa lagi kan kamu yang paling gembrot disana""",-1
"""Lagu lu ga ada yang laku ya mel??""",-1
"""Lututnya masih hitam gosok maning biar tambah cling dan cantik""",-1
"""Suka heran sama warga +62 sukanya ngehujat orang mulu, dapat pahala kagak dosa mah iya""",1
"""Tambah cantik aja rosa meldianti""",1
"""Jadi diri sendiri, jangan jadi ular apalagi dugong""",-1
"""Saya kok suka ya sama mereka harmonis""",1
"""Cantik banget kalau pakai baju kayak gitu""",1
"""Jujur ya kamu kalo anteng ga buat masalah cantik mel""",1
"""Cowoknya ga ada cakep cakepnya""",-1
"""Di foto tirus.. Kalo di video wariorr kok mukanya kek donat gak ada bentuknya""",-1
"""Dari sekian banyak foto yang diposting, ini yang paling cantik""",1
"""Artis abal-abal.. Muka putih tangan hitam? ager2 ATM nya udah isi berapa sekarang""",-1
"""Itu muka kayak penuh tekanan banget""",-1
"""@rosameldianti_ cowokmu wajah nya culun dan cupu kayak om2""",-1
"""Masyaallah cantik terlihat sopan dan anggun""",1
"""Kang ojek kali belang tangannya""",-1
"""Seneng liat pasangan ini cewenya di hujat 1 indonesia tapi dia tetep setia nemenin""",1
"""Dia memutuskan menjadi tumbal apartment""",-1
"""makin cantik mel, semangat dietnyaa""",1
"""Itu tangan apa paha haha?.""",-1
"""Mel disini kamu keliatan cakep""",1
"""Mukanya kayak lagi ngeden pas boker""",-1
"""Aduuh.. terlalu halu.. hhahaha lebay editan nyaa lemak kemana lemak? hahhaaa.. mimpi ketinggian..""",-1
"""salfok sama kaki, tapi cantik banget asli""",1
"""@_dy1412 buset cantik diedit aja mba, coba dah aslinya dah kayak buntelan kentut?""",-1
"""atas bawah hitam putih, kek kopi luwak""",-1
"""Palsu badane diedit semua tu, aslinya dimana2 lemak""",-1
"""Udah dapat kontrak dari skincare ttp aja buluk mel""",-1
"""heran sama netizen klo gk suka jangan diliat aja""",1
"""sukses selalu yah ka @rosameldianti_ semangat""",1
"""Jujur aku lebih suka meldi yang sekarang daripada yang dulu suka ngehujat orang""",1
"""sumpah aslinya muka lo lebar kayak baskom loh mel @rosameldianti_""",-1
"""Berkarya teros meldi walo ga ada yg nuntun kamu.""",1
"""Astaghfirullah, seram sekali ya bun seperti ular jelmaan makhluk halus ya bun""",-1
"""Dan yang paling saya heran cowokpun ikut ngebully, sabar meldi.""",1
"""Astaga? Ratu edit muka.. Sumpah seren kayak film setan2 gitu?..""",-1
"""Matanya kayak katarak anjir AHAHAH""",-1
"""Caption aja COPAS! Cantumin credit dong, dasar iblis""",-1
"""Unfoll aja daripada kalian dosa ngebully2 terus..""",1
"""Meldi aku perhatikan kamu seperti orang china deh.. cantik""",1
"""Editan softlensnya keluar itu mbaknya, kayak ratu titisan ular kamu wkwkwk""",-1
"""Kasihan ular dibawa bawa kamu gak pantas jadi ular pantasnya jadi bunglon atau buaya..""",-1
"""Maju trus ya sayang.. abaikan orang2 yg comment menyakitkan""",1
"""Kasihan ya kamu @rosameldianti_ Hidup sekali cuman buat bahan hujatan masyarakat? Mubadzir banget deh hidup lo? Napa gak bunuh diri aja?""",-1
"""Semangat mel, bahasa asing mah yang penting kita berani pasti entarnya bisa""",1
"""Beda sama d foto yaa.. Disini lebar banget mukanya maaf itu kalau foto editan ya""",-1
"""Meldi meskipun kadang mulut ku tak bisa di rem karena kehaluanmu, tapi aku bangga akan berusaha mu, yuhuuu""",1
"""Lupa di edit ya tu muka melar""",-1
"""Semangatt, kesalahan dalam belajar bahasa asing itu penting. Karena itu pembelajaran utamanya, supaya kesalahannya ga terulang""",1
"""Kereennnn.. dari bully.an netizen menjadikanmu mau belajar""",1
"""Hiiihhh jiik lihat nih orang? auranya buruk bgt gak ada manis manisnya""",-1
"""Semangat untuk belajar ya? saya uga gak bisa bahasa inggris""",1
"""Yang penting ada niat.. dan keberanian""",1
"""Salut Mel.. semangat belajar, yg ngetawain juga belum tentu bisa Dan berani..""",1
"""Gpp Mel semangat buat belajar trusssss jangan gampang nyerah pokoknya @rosameldianti_""",1
"""Setidaknya dia ngaku. bukan belagak pintar""",1
"""Masih jauh kalo ngarep bisa ikutan kontes miss earth , makanya dari kecil les inggris biar lidahnya gak keseleo""",-1
"""Cuma di postingan ini ya bund netizen sedikit yang menghujat""",1
"""Happy birthday Mel sehat dan Sukses yah, Aamiin""",1
"""Happy Birthday kak Meldi yang imut n ngegemesin. Tambah sukses selalu""",1
"""Ya ampun ketiak dan lemaknya editan parah wkwk""",-1
"""Ketiaknya habis di amplas mel, alus banget""",-1
"""Udah diedit gitu, ketiak lu tetap hitam""",-1
"""Selamat ulang tahun mel, udah yah jangan banyak tingkah""",1
"""Mukanya kuning banget kaya kunyit""",-1
"""Selamat ulang tahun meldi sukses dan sehat terus ya?.""",1
"""Fotonya lainnya jangan yang ini, kan masih banyak yang lebih cantik ihhh biar gak kena hujat kamu ihh, aku mah kasihan""",1
"""HBD meldi? Semoga sukses selalu dan panjang umur dan rejekinya di lancarkan.. Amin""",1
"""Perasaan kemarin lengannya kekar banget kek petinju, udah gitu ketiaknya juga hitam. Kok difoto ini lengannya jadi kecil, ketiaknya putih kek dibedakin""",-1
"""Selamat Ulang Tahun kak @rosameldianti_, banyaknya sadar dan jangan pansos lagi yah. Amin""",1
"""Hbd cantik semoga kedepannya tambah sukses""",1
"""Hbd mbak mel tambah cantik di panjangkan umurnya dan sehat selalu""",1
"""berdiri di kaki sendiri lebih baik""",1
"""Biar di edit2 kaya apa juga tetap aja ketiak hitam nya ga bisa di bohongin""",-1
"""Sumpah demi apapun.. Lengan nya gede banget""",-1
"""Selamat ulang tahun panjang umur sampai ketemu dajjal""",-1
"""Ketiak hitam buluk mau lu edit nutupin daki diketek lu tetap aka hitam ketiak lu, dasar Dugong @rosameldianti_""",-1
"""Di atm tinggal 150 ribu aja banyak gaya lu dugong""",-1
"""Gak ada bagus2nya suara dan polanya?.""",-1
"""Si Meldi jelek aja banyak gaya. Beda banget sm tante n sepupunya yang udah jelas2 cantik""",-1
"""Tapi dia sekarang dah berubah gak kayak dulu kalau yang gue lihat""",1
"""Ngedit ketiaknya berapa lah dah itu ya ampe ngeblur pisan.. Putihnya kek cat tembok""",-1
"""Aduh dugong masih aja gila filter?.""",-1
"""Sekarang bukan muka aja yang didempul, tapi ketiak juga""",-1
"""Kasian kebelet artis tapi gak punya bakat""",-1
"""Yang merasa peliharaannya lepas, tolong diangkut""",-1
"""Miris banget? ultah bukan didoain yang baik2 tapi tetap di bully kasian !! God bless u mel""",1
"""Mudah mudahan lu jadi gembel. Amin ya Allah""",-1
"""Ketiaknya hitam dikasih bedak jadi nya abu"" monyet""",-1
"""Heran gua mah kalau gasuka gausah di follow dah tau ni akun private kalo lu tetap follow dan ngebuli tanda nya lu sirik. Gasuka ya gausah diliat, kaya dirinya sempurna aja""",1
"""Gua berharap lu aja si yg sakit bukan laura lol""",-1
"""Harusnya lo aja yang menderitaaa bukan lora anj!!!!!!!!!""",-1
"""GAGA SEMPET BENERAN LORA LO TINGGALIN, LO ORANG PALING JAHAT GA!!!! LO GAK BAKAL BAHAGIA GA""",-1
"""Lu bener' ga.kalo sempet nyakitin lora gue santet!!!!!""",-1
"""Si gaga kok kek anjing""",-1
"""Semangat gaga, jangan liat kebelakang fokus aja kedepan, masih muda masih banyak yg lebih baik juga.""",1
"""Gak ada cantiknya. Gila yang ada""",-1
"""meldi makin bersinar yaaa, pertahanin karir jgn di sia siain""",1
"""Tetap semangat?. sebaik apapun kamu akan dalah Dimata pembenci?..""",1
"""Asli gak ada bebet bobo ni anak. kasihan sekali.""",-1
"""kumat? lama semedinya segini keluarnya""",-1
"""Tangannya hitam? beda ama muka""",-1
"""Kok meldi di foto aku gendut beda""",-1
"""Gatau sih, cantik tapi gak ada aura nya sama sekali . Cantik tapi idih gitu lihatnya , kenapa yaa ??""",-1
"""Baik buruk nya kamu akan tetap terlihat buruk di mata mereka yang ga menyukai mu..""",1
"""Gila ni siluman,, di story orang lain keliatan banget tumpukan2 lemaknya, buriknya apalagi""",-1
"""Dasar Bego lu.. gua jijik sama lu bro kayak gak punya otak banget""",-1
"""Lo kira lo bagus tuh begitu anjing wkwkw""",-1
"""Di maafin aaa? semoga dia jera untuk kedepannya?""",1
"""Eh bocah mending Lo mati aja GAK guna juga ada orang kayak lo hahahahaha""",-1
"""Btw yang video tapi boong itu dia buat nya tahun lalu bukan pas masalah yang sekarang kalau gak percaya lihat tribun news jadi jangan hujat dia lagi ya""",1
"""Okay bro kalem aja, tetap semangat dan jangan putus asa""",1
"""Lu Mati ajalah . Udah biar gak bikin ribet""",-1
"""SAMPAH MASYARAKAT HARUS DI MUSNAHKAN SEGERA""",-1
"""MATI KAU NAJIS KONTOL BANGSAT MATI KAU""",-1
"""youtuber toxic, tutup akunmu sekalian tutup usia""",-1
"""Pada ribet kayak udah pada benar aja lu semua""",1
"""Jangan ada hitam diatas putih. Langsung proses""",1
"""Kalau sayang sama anaknya ya di serahkan aja ke polisi biar di didik sekalian""",1
"""Manusia apa hewan sih kok gak punya hati banget""",-1
"""Manusia anjing. Nyari uang gitu amat. Lo kerja aja sama gue nyebokin gue ntar gue gaji lo.""",-1
"""maklum anak kurang pendidikan kayak gitu gak punya akhlak""",-1
"""Anjing memang anak gak tau diri. ibunya sampai nangis2""",-1
"""oi babi gue bunuh lu kalau sampai kelihatan sumpah""",-1
"""Heee sampah lu udah gua maafin TAPI BOONG GOBLOK""",-1
"""ANJING SINI LO BAKU HANTAM AYO""",-1
"""Bangkit ya bang jangan lemah buat pelajaran dan ujian buat lu jadi yang lebih baik lagi bang""",1
"""Jangan patah semngat kak sukses terus""",1
"""Semangat Ferdian gausah dengerin orang yang hujat kamu, karena semua manusia tidak luput dari kesalahan""",1
"""Sumpah sekarang aku respect banget sama kamu""",1
"""Menurutku pribadi, dia tulus minta maafnya?.""",1
"""DIKASIH BIDADARI MAUNYA BONEKA SANTET""",-1
"""Ilang respect gue.. padahal jane udh setia bgt sama lu, tapi lu nya main cewe pas udh keluar dri penjara.. lol""",1
"""Hapus ajh ni poto ngk tau malu bgt lu bang""",1
"""Intinya gasuka ajg selama ada listy . Ngrusak suasana""",-1
"""Di foto ini ada 2 anjing dan 1 kontol""",-1
"""kasian banget Jane udah nunggu keluar penjara eh taunya :), waw sakit siih""",1
"""Puny cewk baik di selingkuhin g ngotak""",-1
"""Inget yg di potong itu masalah nya bukan hubungan nya, tapi kalo udah gini sembeleh aja orang nya :) udah terlanjur kecewa""",-1
"""Ini buat konten.. masa putus foto tabi sama jessica engga dihapus ?""",1
"""Tiap mau makan dibikin ama jess tpi malah ngehianatin gila sih""",1
"""Parah lu bang nama lu udh rusak karna narkoba malah nambah masalah ajh truss""",1
"""Ini anjing Kok mirip ya sama Erick""",-1
"""Muka Pas""an sok sok an mau sm lonte lo anjing""",-1
"""Lu sama anjingnya, lebih baik anjingnya""",-1
"""IH ADA BABI JGN MEGANG TUH ANJING HARGA DIRINYA LEBIH TINGGI DRIPADA LO""",-1
"""Santuy aja bang ga usah di tanggepin,btw gw suka gaya lo""",1
"""Narkoboy kontol, Cuma bisa maen cewe sama nyakitin doang lu anjing, mati aja lu bego""",-1
"""TETEP PENJARA AJA AJG NYUSAHIN LO KELUAR""",-1
"""cewe cakep, setia kok disia sia in sahabat""",1
"""loh kok ak liatnya anjing semua yaa""",-1
"""Anjingnya ada dua kok guys, tapi kok lagi satu gue liat ada babi item""",-1
"""Mantan Anjing, eh kebalik anjing mantan""",-1
"""Bikin skandal karena kepengen tenar?""",1
"""Wiii anjay kapan lagi liat babi megang 2 anjing""",-1
"""Ini adalah foto babi sedang memeluk anjing yg pemilik nya adalah bidadari""",-1
"""Babi g pantes nyentuh anjingnya bidadari, nanti kotor.""",-1
"""SESAMA ANJING FOTO DULU YA KAN""",-1
"""potret seorjing memegang anjing kwkw""",-1
"""HEH UDH NAPA HATE NYA CAPE GW BACA NYA""",1
"""WADUH MALAH LEBIH GANTENG ANJINGNYA. EH EH BAHKAN LU GA PANTES DISEBUT ANJING. ANJING KAN SETIA PANTESNYA SIH BABI HAHAHAHA""",-1
"""kalo lomba sama""an sm babi, babi nya nmr 2""",-1
"""Si anjing ketika berfoto dengan si anjing""",-1
"""Kak jessica yg nungguin+setia sm kk loh pas ad masalah kmrn. Tapi kk ga ngehargain malah lbh milih yg d sono""",1
"""erikontolim manusia babi anak lonte""",-1
"""HARGAILAH HATI WANITA YANG UDH TULUS NEMENIN LO DARI 0!!!""",1
"""Tapi bagus sih erick mutusin Jessica ya karna Erick kelakuan ny begituu coba liat Jessica""",1
"""Anjing sekarang hebat ya, bisa pake kacamata""",-1
"""Sdh lh nasi udah jdi bubur ga bisa lagi dibentuk kek semulaaa""",1
"""Kukira kehadiranmu akan menjadi sesuatu kebanggaan, ternyata tidak""",1
"""Ada 3 Ajg Dan Yg Punya Tato Bener2 Ajg""",-1
"""dasar orang tua gada akhlak,ngajarin anaknya yang ga bener""",-1
"""Erik kenapa sih? Ada yang bisa jelasin gw ga update soalnya.. maap2""",1
"""Eh jangan dekat dekat sama anjingnya ci Jessica gua lempar lu""",-1
"""guys dr pd comment2 mending unfoll sm unsubscribe aja yaa""",1
"""Babi lagi main ma anjing :)""",-1
"""Dikasi BIDADARI MALAH PILIH BABI""",-1
"""Postingan pertama jg dihujat dong gila netijen""",1
"""BARU KALI INI LIHAT ANJING SAMA BABI BAIKAN?""",-1
"""Dikasih bidadari malah milih setan""",-1
"""Padahal gw g mau benci ama lu bro, tpi ada aja tingkah lu yang melenceng:(""",1
"""SIKAP MU LEBIH NAJIS DARIPADA LUDAH ANJING!""",-1
"""Njir meskipun udh lama nih poto di post tapi masih banyak yg komen baru2""",1
"""kesini cmn mo liat komen aja""",1
"""Buset hate comment ampe postingan paling bawah""",1
"""Foto di upload nya 20 maret yang comment 1 jam 2 jam 3 jam yg lalu""",1
"""Pantes banyak utang buat bayar lonte""",-1
"""2 3 tutup botol muka lu kek kontol wkwk""",-1
"""astaga masih pagi dibikin ngakak ama komenan netijen yg ngmng suka bener""",1
"""Dah lah. Gw capek baca komen kalian""",1
"""Keliatan bgt anjingnya ketakutan foto sama dakjal""",-1
"""Astaga ngehujat sampe postingan paling bawah""",1
"""Lebih najis elu daripada anjing!""",-1
"""2 ekor anjing dan satu buaya makan jambut""",-1
"""Kalo disuruh melihara anjing/eric gw pilih anjing aja meski Najis tapi lebih najisan erick kontol""",-1
"""Ngapain si pada ngejudge? Mikir dulu lah dia putus juga sebelum kejadian itu tolol""",1
"""Hargai wanitamu dia didekati banyak pria tetapi tetap memilihmu""",1
"""Ternyata sipat anjing bukan hanya ada di anjing doang ya,di manusia sipat anjing juga ternyata ada""",-1
"""Potret ketika anjing poto dengan setan""",-1
"""BANTU BEDAINN WOYY MANA ANJING MANA BABI""",-1
"""Udaah woii udahh lu gak kasihan apa?. Aku capek ngelike komenan kalian""",1
"""3 anjing 1 anjing berwujud manusia, 2 anjing asli tak ada perwujudan aowkwkw""",-1
"""Kasian gue sama anjingnya dipegang dajjal""",-1
"""Kasian anjing nya di pegang babi""",-1
"""Lo itu kontol gak guna ajg anak dakjal""",-1
"""mukak lu lebih buruk daripada anjing lu""",-1
"""dikasi yang bening malah milih yang dakian""",-1
"""Mending masuk penjara lagi aja dah seumur hidup""",-1
"""Kok lbih lucu anjingnya ya ktimbang orangnya""",-1
"""Akhirnya jesica bisa lepas dari kambing hitam ini""",-1
"""Maafin Aja Bro Semua Orang Pasti Ada Kesalahan Dia Juga Pasti Ada Kesalahan Nasehatin Aja Siapa Tau Dia Berubah""",1
"""Kasian anjingnya dipeluk sma sampahh""",-1
"""Gua kira keluar dari PENJARA bisa berubah""",1
"""Cintamu hanya sebatas kertas wkwkw enteng bang""",1
"""Padahal sejak dia sama Jane aku lebih respect :( skrg bener2 udah hilang respect :(""",1
"""udah nemenin dari masa tersulit lo pas udah keluar malah selingkuh, ga nyangka idola gua sesampah itu.""",-1
"""Dihujat habis""an semua postingan lama ada komen baru wkwk""",1
"""Gua gabisa bedain mana anjing mana manusia, keliatannya sama""",-1
"""Lu mirip anaknya kick andy yg namanya marlo bang""",1
"""Kenapa ada orang baik ? Karna ada orang jahat""",1
"""Ngga ada niatan ngadain pengajian gitu bang?""",1
"""Suka banget sama rambutnyaa tambah ganteng""",1
"""@abatartila Ada ada aja kaya gini di bilang king, king muke nya udh kaya tai musang""",-1
"""Ninggalin berlian demi tai babi dih""",-1
"""ganteng kaga lu begitu malah keliatan kaya daki kontol""",-1
"""Mukak lo kayak tapir kuda asu sok ganteng banget lo""",-1
"""Banyak yg kecewa karena lu begini rik!!!!""",1
"""Maap ye?muke lu udh jelek kaga usah sok selingkuh,cakepan anjing gua noh""",-1
"""Apa si hebatnya banci yg badannya penuh koreng kaya lo""",-1
"""Gini dong bersihan kaga kek tahun tahun sebelumnya dekil""",-1
"""Muka lu keriput kek aki aki""",-1
"""Foto jelek dihujat, foto ganteng dibilang sok ganteng""",1
"""kebanyakan nyabu jadi kurus lu""",-1
"""NARKOBOYY NGELUARIN LIDAHH, AJG MAU APA, MAU TES URIN""",-1
"""Fotolu pede anjrit muka lu tu anjrit""",-1
"""Hidup itu jngn keterlaluan boss playboy amat ajg luu""",-1
"""Mukalu kek aktor bokep bgst mending ngobat aja luu""",-1
"""dah jelek semangattt pulak WKWK""",-1
"""Muka nya kok gitu, seren bikin mual liatnya""",-1
"""Sana anjing ngewe ama lonte bangsat""",-1
"""Muka kek kontol mending di penjara""",-1
"""muka kek banci dih najis""",-1
"""Ntar Mati dalam keadaan konyol""",-1
"""mau bilang jelek nya ga enak hehe ?""",-1
"""Idihhhhh pantesan aja foto nya keluarin lidah kyk gtu. Trnyata tukang jilat?""",-1
"""NIH ORANG KALO LOMBA MIRIP BABI,BABINYA JUARA 2""",-1
"""Titisan dakjal emg lo nyet""",-1
"""Et muka lu aje gitu dih hahaha. Biarin aja sampah ketemu sampah biar busuk bersama""",-1
"""Jijik astagah sok bat cakep njs""",-1
"""Bully an di ig lebih ngeri daripada di fb ajg gua jadi ngerii! Ajgg",1
"""udah buriq brengsek pula pantes aja dapet lonte""",-1
"""MUKA KAMPUNG GAYA SOK SOAN KOTA NYET""",-1
"""Ngapa lidah Lo stroke amin deh kalau gtu""",-1
"""Ciah dihujat 1 Indonesia jangan sampe bunuh diri ya komtoll kami blom puas nguat kauuu""",-1
"""Org kampung otak dusun gaya sosoan hype. Ttep aja gabisa nutupin muka babu lu.""",-1
"""Cowo foto liatin lidah nya jam ah jijik gue. Apa lagi minus akhlak kek gini""",-1
"""ANJING gue jg ogah liat muke lu""",-1
"""G bole melet dosaa rik""",1
"""paan melet melet mau jilat tai tabi?""",-1
"""Setan emg melet2 teross jijik asuuu""",-1
"""ni anak lahir krna kondom bocor.. ga ada rasa syukur muka kyk selangkangan gorilla dpt cewe cntik kyk jessica setia dll malah di sia2in bgsad""",-1
"""Apaan si melet2 sok ganteng""",-1
"""Muka kek slangkangan biawak aje bnyk blagu lu""",-1
"""Sumpah sih jahat banget. Bener2 kasian sama kak jessica""",1
"""Anjing gk pantes sama bidadari.""",-1
"""MELET MULU SETAN KAYA ULAR""",-1
"""Njr melet melet gw kirain hewan""",-1
"""Gtu aj dh kek anjg lo kang""",-1
"""Gw kesini pengen liat babang ini.. Sumpah feeling gw bener.. Mirip banget ama Reynhard Sinaga""",1
"""Ih ko melet2 si kaya hewan aja wkwkwkwk""",-1
"""Iuu milih iblis drpd bidadarii kwkwkw jyjyq""",-1
"""MELET2 UDAH KAYA ANJING, EH KAN EMAH ANJING""",-1
"""ga nyadar aja nih sampah HAHA""",-1
"""Lidah banyak kuman and virus nih""",-1
"""Awalnya ngira baju endorse dari KFC, mirip '-'""",1
"""GUA MAU LO TERUS BERKARYA , PERBAIKI, TINGGALKAN YG NEGATIF , TIDAK ADA KATA TERLAMBAT , TTP JADI ORANG YG HEBAT DAN SELALU BAHAGIA @xrickolim""",1
"""Cita cita ingin jadi pakboi , eh tapi malah jadi narkoboy nasib-nasib""",-1
"""Napa lu balik dari penjara sih?""",-1
"""Mending lu pada tobat dah""",1
"""selama dipenjara apalo sikat gigi? KOK BAU YA, BAUBAU AROMA BANGSATTTT""",-1
"""Gigi lo ada apanya? Jigong? Atau kondom nya nyangkut?""",-1
"""ih mukanya kek anjing rumah gwa""",-1
"""woi anak anjing ngapain lu hidup bgst""",-1
"""Udah jelek gak usah d jelek2 in lagi bro""",-1
"""Ganteng kagak berbakat juga kagak kelebihannya dimana cobak?""",-1
"""Benci aja Ama orang jelek pake selingkuh segala""",-1
"""Udah tutup mulut nya bau kambing""",-1
"""Jualan jualan knp ngga jadi yutuber lagi bro takut ngga ada yg nntn yah""",-1
"""Kayak Randy Pangalila klo gk pake kacamata""",1
"""Entah knp liat muka BG Eric sekarang kaya enak gitu .. dari pada yg dulu""",1
"""Apa ganteng nyasih anjing.. Kucel gini jadiin model""",-1
"""keknya dia ngeliat masa depan yang hancur deh""",-1
"""INGETT HIDUP LO DULU GA SEENAK INI RIKKK. HIDUP LO SUSAH!!!! SALAM TEMEN SMP PAS LO BURIKKK. EH SKRG SAMA AJA""",-1
"""Yaaaa yaaa kalo liat muka nya sumpah ngeselin banget dah?.oprasi dulu sono..biar gantengan dikit.. Dan kalo jln ke mall gk di kenal orng.""",-1
"""dia ini siapa sih??? Artis bukan, jelek mah iya mukanya iyuhhh""",-1
"""Ini bukan era lo lagi, mending lo mati aja babi. Kalo baca bales nyet""",-1
"""Saya segenap hati minta maap""",1
"""Dulu Bahagia Sekarang Banyak Utang""",-1
"""Harus lebih maju berkelas rik!! Ga jamannya lg toxic dan ga beraturan.. build sistem!! You will be BIG""",1
"""editan sama konsepnya nice banget lahhh""",1
"""iri kok sama babi hahah najis""",-1
"""LO YANG DULU BUKANLAH YANG SEKARANG DULU KAYA ANJING SEKARANG KAYA BABI""",-1
"""Jelek aja tukang selingkuh lo buriq !""",-1
"""kok kalian komennya pada kek gini ya""",1
"""Rick lu tuh jadi manusia kek gk ada gunanya lu dilahirin kedunia untuk berbuat baik, sayang nya lu ngecewain org lain gimana mo masuk surga""",-1
"""Kalian kaloga cocok mau di paksain?""",1
"""ya biarin @xrickolim kita gatau gimana aslinya masa kalian semua ambil keputusan sepihak?kalo udah takdir gaada yang bisa nentang njir""",1
"""Cocok kok, emang orang baik mah buat org baik, kalo yg bejat mah emang cocok buat yang bejat juga ehehe""",-1
"""ERICK GOBLOK,MALAH PACARAN AMA LONTE ANJ,SO BAT""",-1
"""Cocok banget sama2 orang gak bener biar lah dia hancur bersama""",-1
"""EH KEK ADA PENAMPAKAN LONTE""",-1
"""Meninggalkan berlian demi Tai Sapi""",-1
"""Ini bukan era lo lgi, wkwkw skrng lo penuh dengan cacimaki, telen ludah sendiri""",-1
"""Pantes disini mulainya si ajg berulah""",-1
"""Open BO ga bang si listy? Kebetulan ada om-om yg nyari cwe yg udah pengalaman!!!!""",-1
"""Buah nangka buah kemanggi gak ada akhlak lu babi""",-1
"""Perlahan karirmu ancur bro dan lu akan kembali kebawan""",-1
